CommentID,CreateTime,Content,UserName,EventID
3163,2018-05-04 12:21:08,Were in the neighborhood one weeknight and popped in for a 'snack'  For a Wed night this place was jammin'! We didn't feel like waiting for a table so we got lucky and squeezed ourselves into the bar to grab a pie.  Our server/bartender was very sweet.  We got a sausage  pizza and it was decent.  It has a thin crust (which we loove) but it just seems to lack in flavor a little bit.  The crust is a little soggy towards the middle.  I still prefer Pomo's pizza,6yz1py6V,528
3164,2018-04-12 20:13:05,"As my friend from high school likes to say, \this is my second favorite place to go eat.\""\n\nThe first, of course, is Someburros.\n\nOh Rositas, how I miss thee\nFor in Cleveland, the land is bereft of good Mexican food\n(and NO, Chipotle doesn't count)\nEating here brings back good memories of times spent with friends\nOrdering chicken mole, enchiladas\nHUGE glasses of refreshing horchata!\n\nI revisited Rositas a few days ago\nAs good as I remember it to be\nGreen corn tamale and spinach enchilada\nAlthough I've had tasty enchiladas here before,\nThe flavors for me didn't quite taste right.\nGreen corn tamale was delicious though.\n\nSo, not perfect food, but really close!""",ubt6xNe6,4171
3165,2018-03-21 15:08:52,I had never had frozen custard until Culver's came to town....but I am a convert!  It is so much creamier than ice cream,8CphpQpq,1333
3166,2018-03-31 22:46:25,5 stars for the rooftop patio,nX6UpdKV,3755
3167,2018-03-19 07:39:56,Not going back :(  \n\nOver priced,tN11RyON,4672
3168,2018-05-15 06:18:32,Matt G is in Phoenix,mYJauU5x,4239
3169,2018-05-04 20:40:03,The food was pretty good. Nothing special or out of the ordinary except for the fried spinach that comes with one of the salmon dishes. That was really interesting but I'm  not sure I would eat more than a couple bites. I had the coconut shrimp and it wasn't the best I've had. I couldn't taste the coconut and the breading was too thick. They were just okay. The service was just okay,xLaU1pAf,3428
3170,2018-02-25 21:52:16,Okay so maybe they were having second night jitters? Perhaps it's unfair to review a place even though they aren't firing on all cylinders yet? So Ill reserve all the complaints of raw shrimp horrible bread and awkward service until I go back and go back I will. \n\nThey make the most tasty duck confit sandwich,zs7QMCz3,4223
3171,2018-06-08 11:06:15,Disgusting.\n\nHave you ever experienced a time where you are just craving sushi,8ec1FHVC,2545
3172,2018-01-06 12:53:58,"Mmm... Pita Jungle.\nI had been craving it all week and finally my lunch buddies decided they wanted to go. This location is BUSY at lunch time; full of corporate type as well as families with children (bad idea to bring kids at lunchtime, it's just WAY too packed). Yesterday we were seated at the bar. I was kind of irritated (only mildly) because when we walked in, we were greeted by the hostess and a guy I assume to be an owner or a \big wig\"". The \""big wig\"" looked us up and down like we didn't really belong in the place, I really don't know what that was all about. So I asked if we could sit at the bar, we were initially told there was no room, but then an employee that was sitting at the bar decided to move to let us sit (duh). So that little irritation aside, we were seated and greeted again by a very nice bartender/server. I mentioned that I was STARVING and ordered the pita burrito, the bartender asked me if I've ever had the Medchilada. I said no, she said \""Oh you must try it, it's full of beans and you can add chicken.\"" PERFECT. After a very short wait, our orders arrived. My friend had the Philly Chicken Pita and the other had the broiled chicken pita. EVERYONE was in pita heaven! My food was so flavorful! The chicken was moist and tender, there were about 3 different beans in the dish. I don't usually eat brown rice because it tends to be crunchy or too grainy, Pita Jungle has managed to make brown rice moist and enjoyable! very nice! The only thing I would change about my food is that it had A TON of chicken in it and it almost overwhelmed the dish. Pita Jungle is and will remain one of my favorite \""long lunch\"" spots!""",yx6QzFlk,166
3173,2018-01-14 22:25:06,I love this starbucks!!! I go to it at least 4 days out of my five day work week!!! I am a starbucks gold card holder lol...the girls are all so sweet...they know our office staff by name and are so nice...they make the greatest vanilla chai frappaccinos and the best green.tea fraps!!!!! Everyone needs to taste their new dessert bites they r to die for!! My favorite is the salted carmel chocolate pretzel square! You cannot get much better then that...i do noteven like coffee but there is so much more here...,elHwRAVt,3415
3174,2018-04-05 16:27:42,"I freely admit I'm kind of a beer snob...\n\nNow that we've got that untidy tidbit out of the way, Taste of Tops is probably my favorite place to have a drink this side of the Mississippi. A readily revolving reservoir of refreshing remedies, Taste of Tops is a veritable oasis for a beer connoisseur, amateur snob, or DGAF type alike (although it DEFINITELY caters to the former two). I've struck up many a random conversation with individuals with far more knowledge than myself and it has not only expanded my interest in several types or styles of beer I would have not tried, it has also humbled me to the extent of how much one can really know about beer in general. If you're intimidated, it's OK. Step back... take a breath... pick something... and dive in.\n\nTo be honest, I felt somewhat out of place the first time I sallied up to the bar. It can seem intimidating for someone who's not been in a \speakeasy\"" style establishment, as seating can sometimes be difficult to come by and it sometimes seems like everyone knows everyone else BUT you. It's worth the wait and the temporary sense of possible discomfort. Trust me.\n\nThe biggest benefit (for me, at least) is the sheer amount of beers you can \""technically\"" consume whilst at the establishment. For those who aren't satisfied by their constantly refreshing draft menu, you are able to inform your bartender what specific beer from any fridge they have available you'd like to consume (Taste of Tops or Tops Liquors) and after paying a monetary bottling fee, enjoy it amid friends (or enemies, if that's you're bag). Nonetheless, I appreciate the extreme variety of choice that Taste of Tops offers.\n\nThey constantly have wine or beer tastings, freshly tapped kegs of relatively unknown or difficult to find stuff (HOPSLAM!!!) and a friendly staff of people who honestly appreciate, are interested in, and want to promote the craft beer community. What more could you want?""",D6TQ2ySa,1460
3175,2018-03-22 09:35:19,I have gone to Chris Sandoval,CmxkepLk,2287
3176,2018-02-09 02:30:46,"My steak was good though not great. The appetizers were excellent. The Maui Wowie salad was wowie. I sampled some of the seafood entrees from others and regretted choosing the steak. The service was professional. The setting within the J.W. Marriott resort in the north Phoenix area known as Desert Ridge is nice, but it still feels like a very corporate chainish environment since obviously that's what it actually is. Entrees were about $30 per entree and at that price-point my expectations are always going to be high, so the merely \good\"" steak was a disappointment. 3.5 stars.""",RSn9mxWi,4205
3177,2018-02-27 12:51:13,I'm a sucker for popcorn... I've never had a bite of popcorn that I didn't like... really,8jIHFo6T,1060
3178,2018-04-04 05:39:51,There are a lot of hotel options in Old town,xLaU1pAf,59
3179,2018-01-01 23:54:37,"What an awesome surprise in Chandler!  My husband and I stopped in for Dinner last night and let me tell you how refreshing this place was.  No plates, not your typical Az BBQ restaurant.  LOVED the entire experience.  And that's what it was!  Great brisket, great turkey, coleslaw and Rudy's beans!!  Man the White Mountains needs a Rudy's!  We have so few restaurants that I even want to eat at twice.  This place was incredible, from the decor, the ordering experience where smoked and Bbq'd meat is sold by the (1/2) pound, to the \no plate\"" atmosphere, to the wash basin in the hallway where you can wash up...I totally enjoyed my Rudy's experience and have told 3 people about it and it hasn't even been 24 hours since I ate there!  A must try in Chandler.  Feel sorry for the \""other\"" place next door.  No competition....Try Rudy's...you won't be sorry!""",cLwDwXmn,1974
3180,2018-04-25 08:05:25,I'm ready to move to Phoenix to be closer to my new love,6iTGBorE,1357
3181,2018-01-12 16:27:20,Not know for fine dining but for good old home cooked meals! Love Cracker Barrel!!  But tried their double chocolate coke a cola cake with vanilla ice cream and OMG that is some good cake!!!! Im already wanting more!!!  Love me some chocolate cake!!! \n\nHave to say I was looking forward to buying some items in the store,O5eaDu7S,4972
3182,2018-05-27 19:54:40,I was not a fan of sushi or sea food period until I tried this place! I had the wicked roll which had crab in it and was set a top a sauce that was to die for! Also their alcoholic beverages are worth the price. I will definitely be going back. The restaurant itself is kind of small and decor is modern. Overall I highly recommend this place if you are looking for an intimate,CXzIe4Hr,475
3183,2018-01-15 15:35:12,Three and a half stars. \n\nGood selection of Irish bars and good live Irish music. There aren't many bars in that immediate area so if you live nearby this might be your saving grace. \n\nThe St. Patty's Day festivities are my favorite part about Rosie's but it's never a bad time. I have had a couple of those rub-my-eyes-reread-the-bill moments when it occurs to me that car bombs are both expensive and intoxicating (though not one much moreso than the other). Food is good,6uGxzJri,2232
3184,2018-04-01 21:49:11,I have read the previous reviews and was not sure if we should try it but what a great place.  Great food and service.  Look folks,DZw8Ktfa,2326
3185,2018-01-02 03:39:09,Thank you for giving us a cool place in Gilbert. Seriously.\n\nMondays & Tuesdays are a hit with my buddies because for $20 you get a bottle and a board of bruschetta. Not bad right?\n\nThe wine list isn't huge but it works and the place is cute and the people are friendly. They don't by any means have the best of the best wine but it's a good causal hangout. It's almost always crowded but we've come to expect that. Even if the tables are filled and you're on the wait list they will still let you order wine and drink on the patio out front.,kqhRIEQQ,181
3186,2018-02-17 06:36:41,Cien Agaves,cKBR4fEu,3324
3187,2018-02-20 18:17:10,This is one of the better Asian buffets in the area and also the only one my family goes to repeatedly.  Even my husband,DU4n52Hq,530
3188,2018-02-11 19:52:59,After having my car serviced at two different Hyundai dealerships in WA,qBpTSLdM,3962
3189,2018-04-24 16:46:35,had chicken piccata,0YsqcYPl,2512
3190,2018-04-30 12:43:07,While visiting from LA my wife and I yelped this place and decided to give it a try. I usually judge a Mexican restaurant by it's salsa because there are only so many ways to make tacos. So with that said let me tell you,5YJebIgh,1535
3191,2018-05-08 22:44:04,Great sandwiches and soups. Very unique tasting stuff here. Their salads are also good. I usually do the wildflower pick two,xIR1ehRs,4919
3192,2018-02-16 18:16:56,What a disappointment. Came here because we had a Groupon and both dishes were horribly disappointing. \n\nMy french toast tasted like it had been soaked in pure eggs for days. Soggy,IYJ5mfVA,1755
3193,2018-05-08 05:43:15,"The combination of chicken and waffles has baffled me for years. I never quite understood what would inspire a chef to serve these two unlikely meals on the same plate, but couldn't ignore how much folks raved about it. Day 25 of my 30 day blogging challenge  called for a \first\"" of sorts and I figured I'd get out of the house and do something new. Despite seeming like a breakfast/dinner clusterfuck, I opened my mind as well as my stomach, and ventured to Lo-Lo's Chicken & Waffles.\n\nIt had been years since I went to the original Phoenix restaurant (the epitome of a hole in the wall) but I did remember the food being good. Since the company branched out to include a Scottsdale location I was thrilled to only travel 5 mins for food. The location is nice, though I agree it doesn't have quite the \""charm\"" of the original location. It felt more like a little, sit down restaurant than a hot food spot.\n\nI fought the urge to stick with what I know and get catfish... but ended up biting the bullet and ordering the #10 (Tre-Tre - $7) which consisted of 2 legs and 1 waffle, a side of fried okra ($3.50) and \""red\"" kool-aid.The restaurant happened to be running low on legs so there was a bit of a wait but I came equipped with a magazine so it wasn't a big deal.\n\nThe Verdict? It wasn't a bad meal but I don't think I'd ever order this again. It didn't taste bad... not at all, but I guess it just felt like I was paying for something my mom could've made me lol. The only reason to pay for this meal is because you don't have access to cooking it yourself. The Okra was just okay. I like Church's okra better. My mom has made better chicken but I'd take their waffles. This meal reminded me of going to Sprinkles for cupcakes. It's more about the hype around the place  than the actual meal itself... or it could be because my mom is from the heart of Mississippi and knows how to put her foot in southern food. Ehh.. I'm glad to say that I tried something new so I can turn it down in the future based on personal experience and not a notion.\n\nSidenote: The credit card machine was glitching out when I was there so next time I'd just bring cash. The staff was VERY friendly and it was a pleasant experience... just felt like I paid for a meal I could've gotten from home.""",X23kVrTf,3471
3194,2018-01-01 10:27:52,I chose BLT for my birthday dinner a few weeks ago. We were given a  table with an excellent view and our server started off great. He recommended a few different cocktails and told us about the daily specials.\n\n \n\nThe popovers were amazing and I loved that they gave us the recipe to them. I'm eager to try and recreate these masterpieces in my own kitchen.\n\nMy oysters were fresh,DiTvm18C,3343
3195,2018-05-11 05:23:27,Both my son and daughter have been patients here since they were born (son is 8 and daughter is 3). We have seen all the Dr's here and ended up choosing Satish Namjoshi as their primary.  He is an amazing Dr.  His bedside manner is the best since my pediatrician growing up.  He remembers my children and knows them.  That is what sets him apart.  Dr. Namjoshi gets 5 stars hands down!\n\nI didn't give the Group 5 stars because they over-bill me on the well checks and I always end up with a credit.  I should have the option of getting a refund instead of an account credit (actually,cCeZ5MBc,338
3196,2018-05-27 03:10:37,"Ate at El Encanto on 9/25 for lunch with the wife.  We came here because we heard about the great atmosphere and with 3.5 stars it was actually one of the higher rated Mexican places in North Scottsdale (which I still find weird).\n\nOh Yelp how you let me down!!!!  3.5 stars - if you stuck to chips, salsa and bottled beer I could understand that rating but my meal was left 2/3 uneaten (appetizer and entree).\n\nThe setting is unique but is far from special if you are not sitting next to the interior pond.  We were stuck far away from the pond next to a dirty server station and rusty spigot and hose.  When we asked to move \nothing else was available\"" . . . \n\nFor an appetizer I ordered the Queso Guillermo.  The only thing accurate about the menu description was \""hot bubbling . . .\""  The add-on crispy beef Machomos was truly bad - the two bites I had you had to soften it in your mouth for 30 seconds before you could chew it - like really old beef jerky.  The cheese was stuck to the bottom of the skillet and the oil had separated leaving a wet, greasy mixture of chiles onions and tomatoes.  I hate being so negative but I really lost my appetite after this appetizer.\n\nWhat really sent me over the edge was when the Guacamole arrived - a perfect ice-cream scoop of guacamole that must have been served and stored in a very cold refrigerator long before our order was placed because their were ice crystals in the tomato garnish.\n\nThe only thing positive I can say is that they serve cold beer . . .""",nCeya29A,1344
3197,2018-05-24 18:56:48,"It's been a while since we came here.  We used to really like this place.  We happened to be in the area, and so we thought \let's drop in!\"".\n\nI don't know what happened.  Maybe a different chef?  The food wasn't bad, but it wasn't great either.  My wife complained her basil chicken was too salty.  And even though I ordered medium spice, my curry wasn't hot at all.  It was also very soupy.  Not nearly enough chicken and vegetables.\n\nService also was indifferent.  It used to be a husband/wife.  I'd never seen this girl before, and she was not very attentive.\n\nKinda sad.  Finding good Thai food is difficult (I've actually been to Thailand).  This place was one of the better ones, but not this visit.""",DjdfQgob,3672
3198,2018-05-14 15:11:43,"I had the most horrible shopping experience here today.  I went to go get a new pair of jeans and when I walked in the sales associate came up to me and asked if he could help.  He then proceeded to argue with me about what size I am.  He finally let me try on a size that is one size smaller than I wear.  I tried them on while the whole time he stood outside of the dressing room telling me about how everyone calls him \the jean guy\"" and that i should tell all my friends to come get their jeans from him.  After I tried on the jeans that were so tight I could barely breath he then told me that I could NOT try on a size larger. I was so livid I threw the jeans down and walked out. I will never go back and I will not be telling my friends about \""the jean guy.\""""",ma9fnDKj,4641
3199,2018-01-11 05:12:01,Bookman's is so...  big...  I couldn't even believe it the first time I went there!  I was first mesmerized by all the toys,vTAis521,4030
3200,2018-05-17 16:22:49,Well here we are,L1vGgPUa,2051
3201,2018-02-14 04:31:15,This Starbucks is my favorite! I stop in fairly frequently and the service is always consistently great! It is a very busy location so wait times are sometime long,POWHcr4J,3086
3202,2018-01-30 21:08:56,"What?!? There is a Cartel Coffee downtown?! How did I miss this for so long???!! \n\nI only \discovered\"" this location while aimlessly wandering around on my lunch break a few weeks and have been back weekly since!  The staff here is great and friendly. And, as one of them told me, they treat coffee like more of a science here.  They know their stuff and are always sure to highlight some of the tasting and flavor notes within a particular blend.\n\nTheir toddys are the best I've had and their pastries are divine! And to make it even better, their baked goodies are all half off starting at 1:30 in the afternoon - which happens to perfectly match my lunch hour.""",yesy9GUc,3781
3203,2018-03-13 16:32:55,I absolutely love this coffee shop.  The coffee is among the best and the pastries are all made in the back of the shop and are scrumptious! I'd love it if the chairs were more comfortable,8GcuGRfy,761
3204,2018-05-20 22:28:29,I had been to this theater many times before it converted to the dine-in style. We just returned from our first time since the conversion and we had a pleasant experience. Normally I would not make the drive to Esplanade since I now live in Tempe,BuXGnuxy,4682
3205,2018-05-15 23:22:02,"** NOTE: This review is for their Brunch.\n\nWhatevs. That's how I felt after Fez. Yelp is such a cheerleader for Fez and to diss Fez in the Talk section is akin to walking into the NAACP offices wearing a sandwich board that says \Fuck MLK\"", but here we go.....\n\nThe atmosphere was good. Reminds me of some local L.A. spots we used to frequent. Hip, chic, ultra-modern, pretty people everywhere, a good environment. Service was friendly and prompt. Our server was extremely cheerful and great.\n\nThe breakfast food was just \""ok\"". For a $9 breakfast, I would expect every item on the plate to be amazing. Unfortunately, they weren't. My wife's sandwich was also just \""ok\""... nothing amazing, nothing worth the price, or worth the hype.\n\nI suppose I would try Fez again, perhaps we ordered the wrong items.""",zUXE8JEt,422
3206,2018-02-23 11:14:09,This used to be one of my favorites but it seems they have made some changes. The tiramisu which used to be the best I have had outside italy,pmgFzd6N,2365
3207,2018-05-15 15:29:38,Last time we were in Mesa,ab1Furbm,4459
3208,2018-03-23 16:21:32,*edit* i just returned tonight to celebrate my grad school acceptance with my bf. i was pretty saddened. not by the food (although the braised short ribs is more like pot roast than short ribs... and a little too saucy). ok,nuNXcKLB,2732
3209,2018-04-21 07:35:41,YC's is the best Mongolian BBQ restaurant on this side of the valley.  Yes the meats are shaved and frozen,v3j8Xdmw,4692
3210,2018-02-11 05:37:44,Holy Virtuous,Fmxu24cZ,3737
3211,2018-05-29 00:50:04,"NCounter has a lot going for it--great location, cool design/signage, nice layout and good service.  Its unfortunate that the follow through of food quality did not live up.  On a recent visit to NCounter, I ordered a simple breakfast of eggs and a side of fresh fruit.  What I got concerned me to the point of asking one of their employees--fruit tasted acrid, of preservatives and like no fruit I want to taste again.  I learned from a manager/owner that contrary to their constant use of the word \fresh\"" on their website and branding, their \""fresh fruit\"" comes out of a can. I understand that this is the unfortunate reality in many restaurants...those, however, are restaurants that do not (and will not) receive my patronage.  NCounter can do better. Until then, I won't be returning. I have no respect for a branding message that is not upheld in their product.""",VVguElvK,3207
3212,2018-03-19 17:02:58,Ditto Christy on this one - you can meet some pretty interesting people after the bars close here while chillin' on vinyl booths.  The salsa bar has a few varieties and they are a step up from what you get at the 'Bertos.  If you order the chips and salsa,OeGHU6s7,2062
3213,2018-03-24 00:14:29,"Don't let the negative reviews about \Methode Bistro\"" affect your decision to dine there. The restaurant is off the charts!!! The cuisine is exquisite and the service is impeccable. I had the squab and foie gras appetizer (by the way, methode is one of the few places in town that actually serves foie gras now that Mary Elaine's and Marquesa are closed). \n\nThe Paella entree was so robust in flavor - and by far the best and most well seasoned dish I haved had in any restaurant. Presentation was stunning and the flavors were amazing.\n\nMy only complaint, which does not even fault the restaurant is that the serving of foie gras are too small. Keep up the good work and best wishes for continued success.""",CJ07n1wX,4445
3214,2018-03-18 18:43:53,"Hands down the best coffee shop in Scottsdale! I can easily spend my entire afternoon here. This place has wonderful coffee, my favorite being the Toddy, a cold brewed coffee that is 67% less acidic than a regular coffee and has more caffeine to boot! \n\nThe staff is incredibly friendly, and the owner, Steve is always there making the place welcoming and fun. The walls are decorated with artwork from local artists for sale, and they offer \doggie dine-in's\"" periodically on the patio. Fun and relaxing, I would recommend this place to everyone!""",Y7Ll2Gdh,1510
3215,2018-06-10 20:02:33,I am new to the area. And Einstein Bros is not in Cincinnati as far as I know. Before this I have only had it once in DC and liked it. But they have pretzel bagels. And pretzel bagels are my favorite kind. It takes the best of both worlds,lTtdBMnn,1192
3216,2018-05-28 02:02:37,I wrote an earlier review,csFQFMth,165
3217,2018-01-28 19:05:09,I like southwest. I fly them for business a lot - especially to California and other nearby states,4hGxP3bf,3636
3218,2018-05-05 19:23:37,Great selection,i4tKhqkB,3702
3219,2018-04-12 22:00:36,"Priceless Clothing Company in Px. Im just going to warn, and wine. They have the cutest clothes, but you may as well say they are disposable. If you wear the clothes, of course they are non-returnable, but what happens if it says to \wash\"", you do, and it shrinks 4 inches! It went from a long draping blouse to a midriff, and I am definately too old to be showing some body parts. So..... if you want cute, fairly inexpensive clothes that you can only wear once, this is the place to go.Otherwise, Marshalls is right next door. ;)""",MXqZFyEB,3842
3220,2018-02-19 22:51:56,"My favorite Chili's in town for sure, which makes it the best mediocrity has to offer!\n\nI occasionally get a craving for their chicken crispers, which admittedly are pretty damn good, but always regret it. There is \full\"" and \""Chili's full,\"" which feels strikingly similar to \""Taco Bell full,\"" neither of which are good. \n\nI ate a small section of a not-so-awesome blossom recently and my body still hasn't forgiven me. \n\nI chug down three or four sodas every time I eat here, sensically, as my girlfriend pointed out, since there is more sodium than actual food on the plates they serve. \n\nI just thought it was good soda.""",vociaUpv,947
3221,2018-05-11 09:10:09,Just gotta say yummy... so good it tickles... dw,Q2VBZJFs,3018
3222,2018-01-06 04:40:18,This place really is a hideaway.  I think we drove by it twice before calling to discover it's in between the mart at the end and the hardware store.  Also,sBCk5CNR,3004
3223,2018-04-28 22:57:44,From a pilot's perspective,AuP2kDpi,396
3224,2018-01-11 01:41:31,This hotel was a great venue to hold a wedding reception. There was plenty of parking,hwQq0zTb,3989
3225,2018-03-09 07:57:15,I love this place and my twins do too.  They are like the Pavlov dogs,DiTvm18C,1439
3226,2018-05-02 21:54:15,I am a huge fan of Cafe Istanbul and I will say it immediately so you know this may be a bias account. I buy all of my coals,OL97g89v,4008
3227,2018-01-15 19:08:46,"I have been remiss in not giving a review to a place that my coworkers, friends and of course myself spend so much time at.  This review is for the Chandler location only.  \n\nThe list:\n- Service - always great!  Greeted promptly, always checked on and it seems there are 2 waitstaff per table.  (I did have a friend tell me that one time only...he was left waiting at his table but that as soon as the waiter & manager found out they went out of their way to make up for the oversite.) \n- Food - Let them bring the bread!!  Save your \non-carb\"" moment for another time!  YUM!  The spinach salad is wonderful and big enought to split especially at lunch. (besides...you have the bread!) I've had a couple steaks and the prime rib, the fish and even dessert.  I swear I've never had bad food here.  Always \""meets or exceeds\"" expectations. \n- Beverages:  OK selection of wine (see happy hour below).  The do have some high end wineries on the menu but I find they have good standard wines and throw in a few \""odd balls\"" that you don't normally see on a mid priced menu so try one of those.  They do also have a full bar.\n- Atmosphere - can be a bit loud.  Especially if people do not remove the screaming children.  :-(  \n- Happy Hour - definately do the patio.  When it's chilly they have heaters and a big fireplace.  The sliders are a complete meal!  They also do (I assume they still do) 1/2 price bottles of wine on Mondays!!  \n\nSo...don't let the fact that it's a chain deter you.  Give them a try.  I think you'll be pleased.\n\nCheers!""",lNuD7iM6,2008
3228,2018-03-30 23:29:28,I gotta agree with Renee and Sophie. Sure,7Movve9k,3086
3229,2018-04-19 12:23:43,"This is my 2nd favorite go-to stop for Thai food, mainly because it's close to my house. We usually order take-out but occasionally dine-in. Our favorites are #43 Evil Jungle Noodles, #35 Panang Curry & #34 Yellow Curry. I agree with other reviewers that service here can be inconsistent. We've sat around clearly finished with our meal (we call it \being held hostage\"") waiting way to long for someone to bring us our check/boxes for leftovers. This is mainly the reason we get take-out, but the food here is  consistently good. Oh, and their iced-tea is excellent.""",HVyk59HI,2217
3230,2018-02-13 01:20:37,I've heard about this place before via other Yelpers,IQD14ji0,4550
3231,2018-05-04 12:32:44,Living in the neighborhood directly behind AJ's is both a blessing and a curse.  It is very easy to run up to pick up some last minute items,FYxc0pOA,2084
3232,2018-06-09 11:00:15,great service,mXKhNGkS,2169
3233,2018-04-23 15:02:51,I just go here for the confident girls that were fake tans,QqtYJkUB,3027
3234,2018-01-18 11:41:23,With all due respect to Jason's post,Kgwha40E,215
3235,2018-04-07 05:53:47,"As I sit a the gate 3, Terminal 2, UA1507 PHX-SFO in the plane with a 90 minute \SFO Flow Control\"" and \""Mechanical problem of rivets missing on the engine cone?!\""  delay, I write this review. \n\nSky Harbor used to be my home base for a couple of years. It is a remarkably good airport given the tremendous growth in the Valley of the Sun. \n\nThere are 3 terminals: \nTerminal 2, the smallest and oldest, (United, Continental, others)\nTerminal 3, next largest and oldest (Delta, Northwest and many others, including international flights)\nTerminal 4, newest and bigger than the others combined, dominated by SouthWest and US AIrways (formerly America West)\n\nFor locals, there are the West and East long term parking lots. You can park in the West and walk to Terminal 2; East is much larger with an annex and hi-rise, and closer to terminal 4, but you need to take the shuttles. To help you remember which is east and west, PHX names the shuttles Gecko, RoadRunner, and one other I can't remember! \n\nFor visitors, to get a round the sprawling valley, you need to rent a car. The recently added offsite Rental car Center is huge and well organized into 4 floors with different brands on each floor, and a lot of shuttle buses that are dedicated to each terminal. It is about 1 mile from the airport, but allow 10 minutes for shuttles and loading when you drop off your car. \n\nThey have recently upgraded Terminal 2, expanding the security area and remodeling the restaurant. Terminal 2 has little in the way of food and shops. Terminal 4, organized into 7 separate buildings of gates connected with long hallways and moving sidewalks, has more food and shopping choices, but not on the order of PDX, or DEN. Because of the sheer volume of flights, Term 4 can have a long security check-in line, so plan accordingly. \n\nIf you have questions, there are roaming information assistant volunteers, wearing blue sports coats and hats. Signage is decent and most monitors have been upgraded to flat screens. \n\nSky Harbor is located close to Tempe (ASU) and no too far from downtown PHX. The edge of Mesa and Scottsdale are about 5 miles away, but it is 20 or more miles from other parts of North Scottsdale, Deer Valley and North Phoenix. Overall, it is fairly well organized and a clean airport with a lot of flight options, especially on SouthWest or US Airways, who use it as a major hub. For other airlines with a smaller foothold, you have to often connect through LAX, DEN, SLC, ORD or SFO depending on your final destination.""",iG0Efbxr,1977
3236,2018-02-14 03:31:52,I adopted my dog from the Humane Society about a year ago. Our adoption included a free exam from VCA,frKPlcfV,3027
3237,2018-02-06 01:16:16,Overpriced,jShF1a0k,4302
3238,2018-06-09 19:22:28,Good bread and sandwiches,DktumXuj,3596
3239,2018-05-07 12:39:09,I continue to be impressed with this community park and recreation center. I spent a morning and afternoon with my family at the park area. It was perfect! \n\nThere are ample spaces for eating,WaG6Raca,526
3240,2018-06-07 19:38:47,I'm a purveyor of beauty products,yNnc0VAh,93
3241,2018-02-13 00:45:31,I rarely give one star; however,nqO87fLz,1665
3242,2018-01-19 03:28:35,Stopped in before the Coyotes/Stars game on Saturday.\n\nLike everyone else has said you pick your selection from a menu board. There are categories like 'vegetarian',JpOHRX8w,4681
3243,2018-03-23 07:30:41,If you want a place that has something for everyone this is the place.  The menu is at least 15-20 pages long.  Check online before going so you are not completely overwhelmed.\n\nWe have been here twice.  The first time we had a horrible experience with service.  We asked to have the manager come to our table and he only spoke to me even though my husband was talking to him.  We were given free cheesecake as a compensation and it was warm.  Needless to say we were not impressed.\n\nWe tried it again last year and the wait was long again,JJ7dEwLi,1438
3244,2018-03-04 16:21:07,The portions here are huge! Usually,KkRXxcAo,2032
3245,2018-03-26 12:23:22,So this place is a bit trendy I guess. Neon lights under the bar,3U2cnJbL,343
3246,2018-05-15 08:50:49,Wow,tIQeNYqR,1361
3247,2018-05-01 10:22:47,"Lovely!!  One of the area's most amazing nature walks sits just five minutes south of downtown Phoenix.  Here, gritty urban industrial meets nature, solitude, singing birds and running water.  You'll frequently exclaim \look! it's a bird!  It's a plane! \""  Literally.   \n\nAbundant bird life ( I spotted six white egrets, herons, cormorants, numerous waterfowl and birds of prey on a recent visit) as well as beaver, muskrat, coyote, rabbits.  Gorgeous stands of cottonwood trees and cattails that are just starting to grow back after the recent storms.  There are two levels of trails - a paved one that offers excellent panoramic views of the city skyline and south mountain range; and unpaved dirt-rock trails that lead you right into the river bottom.  Please be respectful of the request that dogs stay on the paved trails, as that is what helps preserve the amazing wild bird life that is here.  We counted 40 different kinds of birds on a recent walk.  \n\nThe preserve runs from 16 street to 19 ave, though the most visually interesting segment is central ave to about 15 ave.  Open sunrise to sunset with ample parking at central or 7th avenues.  Restrooms and water fountains and shade on the north side at both locations.  To cross to the other side of the river you must use the car overpasses at the major intersections, but there is safe pedestrian access in both directions.  The Audubon center on south side of central ave is also worth a brief visit.  Enjoy your stroll, hike, bike ride, birdwatching adventure, dog walk, or all of the above!""",LSLBQpG4,1189
3248,2018-04-08 19:38:40,The Tempe Pita Jungle is basically a who's who of the local music scene. When I was dining on my lunch break this afternoon,ws3nNcik,1881
3249,2018-05-09 10:23:56,I highly recommend Dave's Metro Auto Glass to anyone who needs auto glass replacement or repairs. My car was broken into and the thief shattered my passenger side window. I called Dave's. They came out the same day I called. Not only did they provide a great service,hW5dA5jN,2092
3250,2018-02-22 21:48:00,Hooray for the reopening of China Chili!  The new location seems to be much larger than the old one and has way more parking (two lots!).  The decor of the giant dining room is still pretty plain and the music was an odd selection varying between traditional Asian music and Kenny G.  \n\nAmbiance aside,wTZaccp4,1924
3251,2018-05-05 08:04:49,The menu is interesting - kicks right off with Goat Curry - I dare you to try it (i was too chicken,4jORcXvx,2419
3252,2018-05-07 21:45:22,Absolutely love the ambiance and bruschetta!! I came here for a surprise bday dinner with my classmates. My friends recommended eating prior since its a little on the pricier side. I ordered the four of the following bruschetta:\n\nProsciutto with Figs & Mascarpone\nSmoked Salmon with Pesto\nTomato Jam & Fresh Sheeps Milk Cheese (**FAVE**)\nSalami with Pesto\n\nI'm starting a healthier lifestyle by trying to eat organic,HUVfk7Da,525
