RestaurantID,Name,Phone,Address,City,State
5949,Cafe 100,310-553-6331,"10100 Santa Monica Blvd, Ste A105, Los Angeles, CA 90067",Los Angeles,CA
5950,Rubio's,619-482-2149,"1480 Eastlake Parkway, Chula Vista, CA 91915",Chula Vista,CA
5951,The Salumeria - Stuzzi,3109906007.00,"Holding Company 422 south.Pasadena Avenue unit -c Pasadena, Los Angeles, CA 91105",Los Angeles,CA
5952,I Love Sushi,760-296-3640,"82451 Us Highway 111, Indio, CA 92274",Indio,CA
5953,French Camp Cafe,(209) 234-3011,"3919 French Camp Rd, Manteca, CA 95336",Manteca,CA
5954,Kaldi Coffee & Tea,626-403-5951,"1019 El Centro St, South Pasadena, CA 91030-3117",South Pasadena,CA
5955,Swirly's Frozen Yogurt,(661) 294-3044,"23886 Copperhill Dr, Valencia, CA 91354-1701",Valencia,CA
5956,Oxnard Coffee Shop,(818) 994-4295,"14811 Oxnard St, Los Angeles, CA 91411",Los Angeles,CA
5957,Coogies Beach Cafe,310-317-1444,"23755 Malibu Rd, Ste 100, Malibu, CA 90265-4650",Malibu,CA
5958,Smashburger,Website,"5500 Sunrise Blvd, Citrus Heights, CA",Citrus Heights,CA
5959,Trader Joe's,(323) 665-6774,"2738 Hyperion Ave, Los Angeles, CA 90027",Los Angeles,CA
5960,Massis Kabob,(310) 556-4400,"10250 Santa Monica Blvd, Ste FC 11 Westfield Century City Mall, Los Angeles, CA 90067",Los Angeles,CA
5961,Peasant Wine Bistro,+1 818-708-7081,"19100 Ventura Boulevard Suite N, Los Angeles, CA 91356",Los Angeles,CA
5962,Paris Baguette,(562) 404-0440,"17416 Carmenita Rd, Cerritos, CA 90703",Cerritos,CA
5963,Domino's Pizza,(323) 222-7722,"4815 Valley Blvd, Ste H, Los Angeles, CA 90032",Los Angeles,CA
5964,Melt Gelato & Crepe Cafe,619-397-0258,"2015 Birch Rd, Chula Vista, CA 91915-2002",Chula Vista,CA
5965,Denny's,909-880-0955,"5975 Palm Ave, San Bernardino, CA 92407",San Bernardino,CA
5966,Viva Taco La Estrella,(323) 225-1148,"3733 N Mission Rd, Los Angeles, CA 90031",Los Angeles,CA
5967,Summit Store,408-353-2186,"24197 Summit Rd, Los Gatos, CA 95033",Los Gatos,CA
5968,Barista Society,213.444.3389,"633 West Fifth Street, Los Angeles, CA 90071",Los Angeles,CA
5969,French Bakery,(818) 757-1248,"18000 Ventura Blvd, Los Angeles, CA 91316",Los Angeles,CA
5970,Bistro 13,805-383-3388,"4910 Verdugo Wy, Camarillo, CA 93012",Camarillo,CA
5971,Joe's Sports Tavern & Grill,213-346-9976,"333 S Spring St, Los Angeles, CA 90013-1229",Los Angeles,CA
5972,101 Drive In,707-459-1010,"100 N Main St, Willits, CA 95490-3108",Willits,CA
5973,Ara's Pastry,818-368-3388,"17607 Chatsworth St, Los Angeles, CA 91344-5602",Los Angeles,CA
5974,Felipe's Mexican Restaurant,916-722-5400,"7959 Auburn Blvd, Citrus Heights, CA 95610-1437",Citrus Heights,CA
5975,Las Glorias De Comer,(213) 484-9090,"620 Silver Lake Blvd, Los Angeles, CA 90026",Los Angeles,CA
5976,Bocca Steakhouse,(818) 905-5855,"16610 Ventura Blvd, Ste 3, Los Angeles, CA 91436",Los Angeles,CA
5977,Panino Solvang,Website,"475 1st Street, Solvang, CA",Solvang,CA
5978,Darla's Cake Design,(909) 590-8303,"3330 Grand Avenue Suite A, Chino Hills, CA 91709",Chino Hills,CA
5979,Wild Thyme Deli & Cafe,831-884-2414,"445 Reservation Rd, Ste B, Marina, CA 93933-3301",Marina,CA
5980,Robek's Juice,(818) 998-5842,"20509 Devonshire St, Los Angeles, CA 91311",Los Angeles,CA
5981,Homestyle Hawaiian,(619) 271-7653,"1558 E H St,, Chula Vista, CA 91913",Chula Vista,CA
5982,Panda Express,310-608-2930,"10923 Atlantic Ave, Lynwood, CA 90262",Lynwood,CA
5983,Zenaida Lastimosa,818-895-5030,"8340 Van Nuys Blvd, Los Angeles, CA 91402-3693",Los Angeles,CA
5984,Bereket,314-537-1577,"Address, Los Angeles, CA",Los Angeles,CA
5985,Cats Restaurant,(408) 354-4020,"17533 Santa Cruz Hwy, Los Gatos, CA 95033-9101",Los Gatos,CA
5986,Frantones Pizza & Spaghetti Villa,562-924-9494,"10808 Alondra Blvd, Cerritos, CA 90703-1502",Cerritos,CA
5987,Panini Coffee and Cafe,310-823-4446,"4325 Glencoe Ave, Ste C8, Marina del Rey, CA 90292-6444",Marina del Rey,CA
5988,Seaside Cafe,(916) 962-2595,"6555 Coyle Ave Ste 130, Carmichael, CA 95608",Carmichael,CA
5989,Lucky Star Cafe Restaurant,310-764-4511,"17209 Central Ave, Carson, CA 90746",Carson,CA
5990,Pressed Juicery,3104777171.00,"201 N Larchmont Blvd, Los Angeles, CA 90004-3706",Los Angeles,CA
5991,Roscoe Bakery,+1 818-835-9269,"23739 Roscoe Blvd, Los Angeles, CA 91304",Los Angeles,CA
5992,The Cake Collection,(310) 479-7783,"2221 Barry Ave, Fl 1, Los Angeles, CA 90064-1414",Los Angeles,CA
5993,"Utage Japanese Restaurant
- CLOSED",619-425-8980,"1200 3rd Ave, Chula Vista, CA 91911-3203",Chula Vista,CA
5994,Peppercorn Grille,+1 909-866-5405,"553 Pine Knot Ave., Big Bear Lake, CA 92315",Big Bear Lake,CA
5995,Theresa Cheng,909 606 1386,"1614 Pommontory Rd., Chino Hills, CA 91709",Chino Hills,CA
5996,Vinny's Pizza Mar Vista,310-822-1090,"12740 Culver Blvd, Los Angeles, CA 90066",Los Angeles,CA
5997,Citron Catering,(310) 445-3226,"11510 West Pico Blvd., Los Angeles, CA 90064",Los Angeles,CA
5998,Tico's Mexican Food,(805) 527-0520,"1675 E Los Angeles Ave, Simi Valley, CA 93065",Simi Valley,CA
5999,Food Lab,(323) 661-2666,"3206 W Sunset Blvd, Los Angeles, CA 90026",Los Angeles,CA
6000,Shige Sushi,916-331-7300,"5938 Madison Ave, Carmichael, CA 95608-0520",Carmichael,CA
6001,Sugar Mommas Bakery,(916) 972-7853,"5150 Fair Oaks Blvd, Ste 107, Carmichael, CA 95608-5758",Carmichael,CA
6002,Pizza Hut,310-318-8549,"400A N Sepulveda Blvd, Manhattan Beach, CA 90266",Manhattan Beach,CA
6003,Pizza Xpress,(213) 624-2225,"303 E 7th St, Los Angeles, CA 90014",Los Angeles,CA
6004,Joe's Pizza,(310) 286-9988,"10250 Santa Monica Blvd, Los Angeles, CA 90067",Los Angeles,CA
6005,Cast Iron,,"3318 Sunset Blvd, Los Angeles, CA 90026",Los Angeles,CA
6006,De Angelos,(209) 383-3020,"2000 E Childs Avenue, Merced, CA 95341 (Formerly DeAngelo's Restaurant)",Merced,CA
6007,El Taco Grande,(805) 684-0135,"1096 Casitas Pass Rd, Carpinteria, CA 93013",Carpinteria,CA
6008,Chino Hills Pizza Co.,909-597-1477,"14550 Pipeline Ave, Chino, CA 91710",Chino,CA
6009,Port of Los Angeles Lobster Festival,(310) 798-7478,"1190 Nagoya Way, Los Angeles, CA 90731",Los Angeles,CA
6010,Korean Soup,213-738-1144,"3524 W 8th St, Los Angeles, CA 90005-2902",Los Angeles,CA
6011,Spudnuts Donuts,(213) 749-0678,"3001 S Figueroa St, Los Angeles, CA 90007",Los Angeles,CA
6012,M & S Yogurt,(310) 396-8832,"1713 Ocean Front Walk, Los Angeles, CA 90291",Los Angeles,CA
6013,Havy's Mexican Restaurant,707-995-2027,"15165 Lakeshore Dr, Clearlake, CA 95422",Clearlake,CA
6014,Nicks Pizza,(760) 240-3532,"21510 Bear Valley Rd, Apple Valley, CA 92308",Apple Valley,CA
6015,Ginger Thai Cuisine,(818) 887-7118,"22330 Sherman Way, Ste C1, Los Angeles, CA 91303",Los Angeles,CA
6016,Fantasy Springs Resort Casino,(800) 827-2946,"84-245 Indio Springs Parkway, Indio, CA 92203",Indio,CA
6017,Pink Elephant,(818) 883-0412,"22039 Sherman Way, Los Angeles, CA 91303",Los Angeles,CA
6018,Starbucks,(831) 582-4746,"100 Campus Ctr, Bldg 14, Seaside, CA 93955",Seaside,CA
6019,El Troquero,,"2119 E Cesar E Chavez Ave, Los Angeles, CA 90033",Los Angeles,CA
6020,The Couch Sports Lounge,Website,"7431 Madison Avenue, Citrus Heights, CA",Citrus Heights,CA
6021,La Querencia,,"676 Broadway, Chula Vista, CA",Chula Vista,CA
6022,Western Bagel,310-826-0570,"11628 Santa Monica Blvd, Ste 12, Los Angeles, CA 90025-2950",Los Angeles,CA
6023,Lola's Chicken,818-988-2181,"14851 Victory Blvd, Ste C, Los Angeles, CA 91411",Los Angeles,CA
6024,The Fat Dog,323-951-0030,"801 N Fairfax Ave, Ste 107, Los Angeles, CA 90046",Los Angeles,CA
6025,Gta,,"1510 Abbot Kinney Blvd, Los Angeles, CA",Los Angeles,CA
6026,El Tapatio Restaurant,760-347-7282,"83161 Indio Blvd, Indio, CA 92201-4715",Indio,CA
6027,Fresh Brothers Pizza,310-823-3800,"4722 1/2 Admiralty Way, Marina del Rey, CA 90292-6905",Marina del Rey,CA
6028,Quiznos,323-463-8135,"6767 W Sunset Blvd, Los Angeles, CA 90028",Los Angeles,CA
6029,Mayflower Chinese Cuisine,(831) 476-4688,"3555 Clares St Ste RR, Capitola, CA 95010",Capitola,CA
6030,Thai Bamboo Cuisine,310-473-0047,"11755 Wilshire Blvd, Ste 70, Los Angeles, CA 90025",Los Angeles,CA
6031,Royalty Cakes,(909) 628-8840,"5236 D street, Chino, CA 91710",Chino,CA
6032,Mi India Bonita Cafe,(323) 267-8505,"4731 E Olympic Blvd, Los Angeles, CA 90022",Los Angeles,CA
6033,Seafood Bar Mariscos La Cacho,619-422-2287,"3120 Main St, Chula Vista, CA 91911-5706",Chula Vista,CA
6034,Subway,619-585-0373,"609 Broadway, Chula Vista, CA 91910",Chula Vista,CA
6035,Delicias De Los Angeles,323-441-0708,"2723 N Main St, Los Angeles, CA 90031-3320",Los Angeles,CA
6036,Gallo's,408-358-3661,"14180 Blossom Hill Rd, Los Gatos, CA 95032-5118",Los Gatos,CA
6037,Soysaucebowl,323-876-7000,"7131-b Sunset Blvd, Los Angeles, CA 90046",Los Angeles,CA
6038,Church's Chicken,310-638-4422,"5101 E Imperial Hwy, South Gate, CA 90280-7103",South Gate,CA
6039,Ranas Mexico City Cuisine,(619) 589-1792,"9683 Campo Rd Ste A, Spring Valley, CA 91977",Spring Valley,CA
6040,Chipolte,310-855-0371,"121 N La Cienega BLVD, Los Angeles, CA 90048",Los Angeles,CA
6041,Habibi Cafe,310-824-2277,"923 Broxton Ave, Los Angeles, CA 90024",Los Angeles,CA
6042,Aztlan Restaurant,(559) 645-8918,"37221 Ave 12 Ste 18, Madera, CA 93636-8704",Madera,CA
6043,Campos Famous Burritos & Tacos,(323) 734-8701,"2300 Venice Blvd, Los Angeles, CA 90019",Los Angeles,CA
6044,The Cowpoke Cafe,707-987-0661,"21118 Calistoga Rd, Middletown, CA 95461",Middletown,CA
6045,Hideaway Bar and Grill,(818) 890-1225,"12122 Kagel Canyon Rd, Los Angeles, CA 91342",Los Angeles,CA
6046,Manuelitos Mexican Restaurant,(818) 992-1003,"20455 Sherman Way, Los Angeles, CA 91306",Los Angeles,CA
6047,South City Seafood Ihaw Ihaw,(650) 588-6078,"1129 El Camino Real, South San Francisco, CA 94080",South San Francisco,CA
6048,Pizza 8,323-292-8888,"3272 W Slauson Ave, Los Angeles, CA 90043",Los Angeles,CA
6049,Morenos Authentic Mexican Food,559-673-0307,"208 South C street, Madera, CA 93638",Madera,CA
6050,Baja Fresh,805-484-6731,"5021 Verdugo Way, Ste 101, Camarillo, CA 93012",Camarillo,CA
6051,Fred's Downhome Burgers,(323) 298-7762,"2524 W Slauson Ave, Los Angeles, CA 90043",Los Angeles,CA
6052,El Dorado,(619) 426-4545,"311 Palomar St, Chula Vista, CA 91911",Chula Vista,CA
6053,Oh Yakimaki,831-883-9045,"265 Reservation Rd, Marina, CA 93933-3182",Marina,CA
6054,Zorbas Greek Buffet,(619) 422-8853,"100 Broadway, Chula Vista, CA 91910-2208",Chula Vista,CA
6055,Jamba Juice,530-344-1675,"3987 Missouri Flat Rd, Ste 300, Placerville, CA 95667-5253",Placerville,CA
6056,Rodded,(323) 962-8382,"5623 Hollywood Blvd, Los Angeles, CA 90028",Los Angeles,CA
6057,Juice It Up,(909) 854-5500,"16155 Sierra Lakes Pkwy, Ste 130, Fontana, CA 92336",Fontana,CA
6058,The Brickyard Pub,(818) 505-0460,"11130 Magnolia Blvd, Los Angeles, CA 91601",Los Angeles,CA
6059,Drunken Monkey,530-582-9755,"11253 Brockway Rd #105, Truckee, CA",Truckee,CA
6060,Sion's Mexican Restaurant,310-372-4504,"235 N Sepulveda Blvd, Manhattan Beach, CA 90266-6801",Manhattan Beach,CA
6061,Bally Restaurant & Bar,(310) 522-0347,"450 E Sepulveda Blvd, Carson, CA 90745",Carson,CA
6062,BadmaashLA,213-221-7466,"108 West 2nd Street, Los Angeles, CA 90012",Los Angeles,CA
6063,Starbucks,909-364-1871,"12150 Central Ave, Chino, CA",Chino,CA
6064,Rick's Drive In and Out,(323) 660-5988,"2400 Fletcher Dr, Los Angeles, CA 90039",Los Angeles,CA
6065,Cafe Sin,213-749-2174,"1015 Wall St, Los Angeles, CA 90015",Los Angeles,CA
6066,Los Gatos Cafe,(408) 354-4647,"340 N Santa Cruz Ave, Los Gatos, CA 95030-7243",Los Gatos,CA
6067,Eternal Tree House Cafe,1(707)722-4262,"26510 State Hwy 254, Redcrest, CA",Redcrest,CA
6068,Nature's Way Cafe,310-824-0240,"10917 Lindbrook Dr, Los Angeles, CA 90024",Los Angeles,CA
6069,Chibiscus Asian Cafe and restaurant,13239779877.00,"7361 1/2 Sunset Blvd, Los Angeles, CA",Los Angeles,CA
6070,Fred's Old Fashioned Burgers,(619) 498-0003,"1305 3rd Ave, Chula Vista, CA 91911",Chula Vista,CA
6071,Msg,626.537.7282,"826 Hampton Dr, Los Angeles, CA 90291",Los Angeles,CA
6072,Subway,(559) 665-1111,"1722 Robertson Blvd, Chowchilla, CA 93610",Chowchilla,CA
6073,Pho Vien Dong,619 216 4388,"2260 Otay Lakes Rd, Chula Vista, CA 91915",Chula Vista,CA
6074,Pedro's Restaurant,408-354-7570,"316 N Santa Cruz Ave, Los Gatos, CA 95030-7230",Los Gatos,CA
6075,Monkees,(310) 578-0595,"2007 Ocean Front Walk, Los Angeles, CA 90291",Los Angeles,CA
6076,Lenzini's 2-4-1 Pizza,+(1)3105598241,"3500 Overland Ave Ste 120, Los Angeles, CA 90034",Los Angeles,CA
6077,Best Donuts,(310) 830-1593,"550 W Pacific Coast Hwy, Los Angeles, CA 90744",Los Angeles,CA
6078,Hungry Ninja,661-295-4978,"27674 Newhall Ranch Rd, Unit 50, Valencia, CA 91355-4020",Valencia,CA
6079,Fatburger,(310) 772-0432,"10250 Santa Monica Blvd, Ste FC8, Los Angeles, CA 90067",Los Angeles,CA
6080,Toshi Sushi,(213) 680-4166,"359 E 1st St, Los Angeles, CA 90012",Los Angeles,CA
6081,Bean & Leaf Cafe,209-239-BEAN (2326),"1254 W. Lathrop Rd., Manteca, CA 95336",Manteca,CA
6082,McDonald's,(661) 725-4646,"907 Cecil Ave, Delano, CA 93215",Delano,CA
6083,Dome Pochana,(818) 362-7864,"13191 Gladstone Ave, Los Angeles, CA 91342",Los Angeles,CA
6084,Mamani Cafe,818-783-1444,"14550 Ventura Blvd, Los Angeles, CA 91403",Los Angeles,CA
6085,Hot and Cold Bowls,818-980-4545,"6419 Vineland Ave, Los Angeles, CA 91606-2712",Los Angeles,CA
6086,Nugget,805-969-6135,"2318 Lillie Ave, Summerland, CA 93067",Summerland,CA
6087,Darling Donuts and Ice Cream,323-857-1869,"5431 Venice Blvd, Los Angeles, CA 90019-5163",Los Angeles,CA
6088,Animal Crackers,(323) 658-1919,"8023 Beverly Blvd Ste 1LOS, Los Angeles, CA 90048",Los Angeles,CA
6089,Marketplace Cafe,(218) 454-1367,"400 W 1st St, Chico, CA 95929",Chico,CA
6090,"Rainbow Acres
- CLOSED",(310) 823-5373,"4756 Admiralty Way, Marina del Rey, CA 90292",Marina del Rey,CA
6091,McDonald's,(760) 347-9971,"46200 Harrison St, Coachella, CA 92236",Coachella,CA
6092,Subway,(213) 687-8757,"800 N Alameda St, Unit K2, Los Angeles, CA 90012",Los Angeles,CA
6093,Dickey's Barbecue Pit,510.247.1100,"3835 East Castro Valley Blvd., Castro Valley, CA 94552",Castro Valley,CA
6094,Naked Cafe,858-259-7866,"106 S Sierra Ave, Solana Beach, CA 92075-1811",Solana Beach,CA
6095,Roberto's Taco Shop,619-425-2400,"1052 Broadway, Chula Vista, CA 91911-1857",Chula Vista,CA
6096,Delice Bakery,310-289-6556,"8583 W Pico Blvd, Los Angeles, CA 90035",Los Angeles,CA
6097,Lido Bar & Grill,(916) 944-8243,"7739 Fair Oaks Blvd, Carmichael, CA 95608",Carmichael,CA
6098,Little Lucca Sandwich Shop,(650) 589-8916,"724 El Camino Real, South San Francisco, CA 94080-4405",South San Francisco,CA
6099,Izzy's Cafe,818-881-7634,"19304 Vanowen St, Los Angeles, CA 91335-5022",Los Angeles,CA
6100,Wok'n South Mongolian BBQ,(805) 384-0406,"2123 Ventura Blvd, Camarillo, CA 93010",Camarillo,CA
6101,Mon Amour Cafe,310-824-7980,"927 Broxton Ave., Los Angeles, CA 90024",Los Angeles,CA
6102,Elizabeth Bakery,323-566-3834,"2828 Firestone Blvd, South Gate, CA 90280",South Gate,CA
6103,Pho 999,818-982-9370,"12905 Sherman Way, Los Angeles, CA 91605-4954",Los Angeles,CA
6104,Jolly Kone,,"Highway 29, Middletown, CA",Middletown,CA
6105,George's Bistro,661-257-7860,"28261 Newhall Ranch Road, Valencia, CA",Valencia,CA
6106,Howard's Grotto,707-994-0441,"14732 Lakeshore Dr, Clearlake, CA 95422-8162",Clearlake,CA
6107,Winchell's Doughnut House,(323) 267-8540,"1455 S Atlantic Blvd, Los Angeles, CA 90022",Los Angeles,CA
6108,Le BB's Cafe,,"3355 South Figueroa Street, Los Angeles, CA 90007",Los Angeles,CA
6109,Panaderia La Triguena Bakery,(209) 824-1681,"161 E Yosemite Ave, Ste B, Manteca, CA 95336",Manteca,CA
6110,Sushi Tsune,(818) 705-3400,"18373 Ventura Blvd, Los Angeles, CA 91356",Los Angeles,CA
6111,Stacked Restaurants Cerritos,562-376-4300,"18425 Gridley RD, Cerritos, CA 90703",Cerritos,CA
6112,Secret Cafe,(916) 723-2857,"6939 Sunrise Blvd, Citrus Heights, CA 95610",Citrus Heights,CA
6113,Wine Cellar,408-354-4808,"50 University Ave, Ste 180, Los Gatos, CA 95030-6089",Los Gatos,CA
6114,Pizza Hut,424-672-6773,"1780 La Cienega Blvd., Los Angeles, CA 90035",Los Angeles,CA
6115,KFC,(818) 787-5560,"13724 Sherman Way, Los Angeles, CA 91405",Los Angeles,CA
6116,Winchell's Doughnut House,310-835-7511,"184 E Carson St, Carson, CA 90745",Carson,CA
6117,Fanara Anthony,(323) 663-1178,"1858 N Vermont Ave, Los Angeles, CA 90027",Los Angeles,CA
6118,The Silver Teapot,(209) 824-8700,"118 N Maple Ave, Manteca, CA 95336",Manteca,CA
6119,Betos,,"2325 Kuehner Dr Simi Valley,, Simi Valley, CA 93063",Simi Valley,CA
6120,Locanda Positano,(310) 526-3887,"4059 Lincoln Blvd, Marina del Rey, CA 90292",Marina del Rey,CA
6121,El Gallo Giro,310-667-4670,"3180 E Imperial Hwy, Ste B, Lynwood, CA 90262-3215",Lynwood,CA
6122,"Joe Coffee
- CLOSED",(530) 550-8222,"10164 Donner Pass Rd Ste 1A, Truckee, CA 96161-0383",Truckee,CA
6123,Tam's Burgers,(323) 583-7076,"904 E Manchester Ave, Los Angeles, CA 90001",Los Angeles,CA
6124,Dolce Spazio Dessert Cafe,(408) 395-1335,"221 N Santa Cruz Ave, Los Gatos, CA 95030-7206",Los Gatos,CA
6125,Domino's Pizza,530-891-5888,"324 Walnut St, Chico, CA 95928",Chico,CA
6126,Swirl Smoothie and Nutrition Shop,559-395-4629,"1663 N. Schnoor suite 103, Madera, CA 93637",Madera,CA
6127,Grandy's Goodes,(323) 231-2577,"4365 S Central Ave, Los Angeles, CA 90011",Los Angeles,CA
6128,Santana's Mexican Restaurant,,"51840 Harrison St., Coachella, CA",Coachella,CA
6129,Min's Dumpling,,"141 Roswell Avenue, Chino Hills, CA",Chino Hills,CA
6130,Yekta Restaurant,(310) 444-9422,"11925 Santa Monica Blvd., Los Angeles, CA 90025",Los Angeles,CA
6131,Panda Imperial Restaurant,619-422-3388,"1208 3rd Ave, Chula Vista, CA 91911-3203",Chula Vista,CA
6132,Little Saigon,(650) 589-1398,"7 Linden Ave, South San Francisco, CA 94080",South San Francisco,CA
6133,KFC,805-583-2631,"1595 E Los Angeles Ave, Simi Valley, CA 93065",Simi Valley,CA
6134,Boulevard Burger,(510) 728-2011,"3714 Castro Valley Boulevard, Castro Valley, CA 94546",Castro Valley,CA
6135,Spice Creek Cafe,+1 530-891-9951,"230 West 3rd St., Chico, CA 95928",Chico,CA
6136,Boba Loca,323-702-0559,"3121 Glendale Blvd, Los Angeles, CA 90039",Los Angeles,CA
6137,Frances Bakery and Coffee,(213) 680-4899,"404 E 2nd St, Los Angeles, CA 90012",Los Angeles,CA
6138,"Mitsuo Narahara Japanese Restaurant
- CLOSED",909.465.5051,"3277 Grand Avenue, Chino Hills, CA 91709",Chino Hills,CA
6139,Subway,209-825-4996,"1172 E Yosemite Ave, Manteca, CA 95336",Manteca,CA
6140,Jack in the Box,661-295-3258,"28144 The Old Rd, Valencia, CA 91355",Valencia,CA
6141,Los Primos Mexican Food,(909) 393-8040,"15390 Fairfield Ranch Rd, # 1, Chino Hills, CA 91709",Chino Hills,CA
6142,Buster's Burgers and Brew,707-459-3233,"150 S Main St, Willits, CA 95490-3504",Willits,CA
6143,Krispy Kreme Doughnuts,(619) 482-8700,"2305 Otay Lakes Rd, Chula Vista, CA 91915",Chula Vista,CA
6144,K's Donuts and Burgers,(818) 501-4412,"16304 Ventura Blvd, Los Angeles, CA 91436",Los Angeles,CA
6145,Ben & Jerry's,+(1)818-349-7714,"9301 Tampa Avenue, Space 121, Los Angeles, CA 91324",Los Angeles,CA
6146,Baja Bud's,310-477-2885,"11819 Wilshire Blvd, Los Angeles, CA 90025",Los Angeles,CA
6147,HI Ball,(619) 425-3800,"626 E St, Chula Vista, CA 91910",Chula Vista,CA
6148,Sanad Freeze,661-849-3038,"853 E Armstrong Ave, Earlimart, CA 93219",Earlimart,CA
6149,Cugurt,323-486-7022,"1904 1/2 Hillhurst Ave, Los Angeles, CA 90027",Los Angeles,CA
6150,Truckee Pizza,530-587-6300,"12047 Donner Pass Rd, Ste A2, Truckee, CA 96161-4961",Truckee,CA
6151,McDonald's,(818) 346-4284,"22030 Roscoe Blvd, Los Angeles, CA 91304",Los Angeles,CA
6152,Popeyes Louisiana Kitchen,(323) 294-8116,"3268 W Slauson Ave, Los Angeles, CA 90043",Los Angeles,CA
6153,Tomato Patch,(818) 999-3463,"19730 Ventura Blvd, # 103, Los Angeles, CA 91364",Los Angeles,CA
6154,Clariza Restaurant,(323) 461-2825,"5560 Santa Monica Blvd, Los Angeles, CA 90038",Los Angeles,CA
6155,Sweet on You Cakes,760-881-0599,"Ute rd., Apple Valley, CA 92307",Apple Valley,CA
6156,SK's Donuts,(323) 935-2409,"5850 W 3rd Street, Los Angeles, CA 90036",Los Angeles,CA
6157,Waffle Barn,916-973-0933,"6239 Fair Oaks Blvd, Carmichael, CA 95608-4807",Carmichael,CA
6158,Loco Sandwich,818-787-0011,"6855 Van Nuys Blvd, Los Angeles, CA 91405-4627",Los Angeles,CA
6159,Wienerschnitzel,619-670-6905,"3523 Sweetwater Springs Blvd, Spring Valley, CA 91978-1044",Spring Valley,CA
6160,Nairi Restaurant,+1 (323) 666-9911,"5065 Hollywood Blvd, Los Angeles, CA 90027-6133",Los Angeles,CA
6161,Buffalo Wild Wings Sherman Oaks,818-728-9640,"15301 Ventura Blvd, Suite P16, Los Angeles, CA 91403",Los Angeles,CA
6162,Eva's Soul Food,424 227 6701,"5496 W. Centinela Ave, Los Angeles, CA 90056",Los Angeles,CA
6163,Submarina,(951) 738-0600,"175 E Ontario Ave, Ste 102, Corona, CA 92879",Corona,CA
6164,L & E Oyster Bar,323-660-2255,"1637 Silver Lake Blvd, Los Angeles, CA 90026",Los Angeles,CA
6165,Montecarlo Cafe,213-628-3788,"109 E 5th St, Los Angeles, CA 90013-1415",Los Angeles,CA
6166,Jack in the Box,619-422-6561,"585 Palomar St, Chula Vista, CA 91911",Chula Vista,CA
6167,LA Maison Du Cafe,(408) 378-2233,"14103 Winchester Blvd Ste C, Los Gatos, CA 95032-1835",Los Gatos,CA
6168,Two Pesos Taqueria,408-866-4354,"1452 Pollard Rd, Los Gatos, CA 95032-1031",Los Gatos,CA
6169,Sbarro,(310) 659-5504,"8500 Beverly Blvd, Ste 858, Los Angeles, CA 90048",Los Angeles,CA
6170,KFC,909-466-7031,"11425 Baseline Rd, Rancho Cucamonga, CA 91730",Rancho Cucamonga,CA
6171,The Escondite,(213) 626-1800,"410 Boyd Street, Los Angeles, CA 90013",Los Angeles,CA
6172,Sushi For You,(818) 343-2850,"18052 Saticoy St, Los Angeles, CA 91335",Los Angeles,CA
6173,Starbucks,(310) 574-3941,"4724 Admirlaty Way, Marina del Rey, CA 90292",Marina del Rey,CA
6174,Agua Verde,310-549-1033,"625 W Pacific Coast Hwy, Los Angeles, CA 90744",Los Angeles,CA
6175,Marathon Restaurant,(323) 938-4243,"1043 S Fairfax Ave, Los Angeles, CA 90019",Los Angeles,CA
6176,Kountry Folks Restaurant,(818) 895-2385,"8501 Sepulveda Blvd, Los Angeles, CA 91343",Los Angeles,CA
6177,Go Pocha,(213) 381-0088,"401 S Vermont Ave, Los Angeles, CA 90020",Los Angeles,CA
6178,"Three Flames Pizza
- CLOSED",(209) 824-2143,"1385 E Yosemite Ave, Manteca, CA 95336",Manteca,CA
6179,Pa Pa Joe's BBQ & Steakhouse,(209) 221-1919,"211 E Yosemite Ave, Manteca, CA 95336",Manteca,CA
6180,The Vegan Joint (Hollywood),323-667-9560,"4728 Fountain Ave., #D, Los Angeles, CA 90029",Los Angeles,CA
6181,Pizzeti,8189901767.00,"15928 Ventura blvd., #113, Los Angeles, CA 91436",Los Angeles,CA
6182,The Castle,,"2401 N Sepulveda Blvd, Manhattan Beach, CA",Manhattan Beach,CA
6183,Pizza Hut,323-231-8000,"1014 W Martin Luther King Jr Blvd, Los Angeles, CA 90037",Los Angeles,CA
6184,El Pollo Loco,209-385-3062,"613 W Olive Ave, Merced, CA 95348",Merced,CA
6185,North End Cafe,(310) 546-4782,"3421 Highland Ave, Manhattan Beach, CA 90266",Manhattan Beach,CA
6186,Goshen,(213) 382-3388,"3981 W 6th St, Los Angeles, CA 90020",Los Angeles,CA
6187,Subway,818-345-3284,"5579 Reseda Blvd, Los Angeles, CA 91356",Los Angeles,CA
6188,The Gourmet Pizzeria,(213) 627-2899,"404 S Figueroa St, Ste 419, Los Angeles, CA 90071",Los Angeles,CA
6189,Andy's Submarine Sandwich's,818-347-1350,"21311 Sherman Way, Los Angeles, CA 91303-1515",Los Angeles,CA
6190,Taco Bell,(831) 475-1845,"2730 41st Ave, Soquel, CA 95073",Soquel,CA
6191,Los Tacos Locos,805-522-5500,"1854 Cochran St, Simi Valley, CA 93065-2230",Simi Valley,CA
6192,Benito's Taco Shop,323-938-7427,"7912 Beverly Blvd, Los Angeles, CA 90048",Los Angeles,CA
