MovieID,movie_title,director_name,genres,content_rating
2666,The Remains of the Day,James Ivory,Drama|Romance,PG
2667,Boogie Nights,Paul Thomas Anderson,Drama,R
2668,Nowhere to Run,Robert Harmon,Action|Crime|Drama|Romance|Thriller,R
2669,Flicka,Michael Mayer,Adventure|Drama|Family,PG
2670,The Hills Have Eyes II,Martin Weisz,Horror,R
2671,Urban Legends: Final Cut,John Ottman,Horror|Mystery|Thriller,R
2672,Tuck Everlasting,Jay Russell,Drama|Family|Fantasy|Romance,PG
2673,The Marine,John Bonito,Action|Drama|Thriller,PG-13
2674,Keanu,Peter Atencio,Action|Comedy,R
2675,Country Strong,Shana Feste,Drama|Music,PG-13
2676,Disturbing Behavior,David Nutter,Horror|Mystery|Sci-Fi|Thriller,R
2677,The Place Beyond the Pines,Derek Cianfrance,Crime|Drama|Thriller,R
2678,The November Man,Roger Donaldson,Action|Crime|Thriller,R
2679,Eye of the Beholder,Stephan Elliott,Drama|Mystery|Thriller,R
2680,The Hurt Locker,Kathryn Bigelow,Drama|History|Thriller|War,R
2681,Firestarter,Mark L. Lester,Action|Horror|Sci-Fi|Thriller,R
2682,Killing Them Softly,Andrew Dominik,Crime|Thriller,R
2683,A Most Wanted Man,Anton Corbijn,Crime|Drama|Thriller,R
2684,Freddy Got Fingered,Tom Green,Comedy,R
2685,The Pirates Who Don't Do Anything: A VeggieTales Movie,Mike Nawrocki,Adventure|Animation|Comedy|Family,G
2686,U2 3D,Catherine Owens,Documentary|Music,G
2687,Highlander: Endgame,Douglas Aarniokoski,Action|Adventure|Fantasy|Sci-Fi,R
2688,Idlewild,Bryan Barber,Crime|Drama|Musical|Romance,R
2689,One Day,Lone Scherfig,Drama|Romance,PG-13
2690,Whip It,Drew Barrymore,Drama|Sport,PG-13
2691,Knockaround Guys,Brian Koppelman,Crime|Drama|Thriller,R
2692,Confidence,James Foley,Crime|Thriller,R
2693,The Muse,Albert Brooks,Comedy,PG-13
2694,De-Lovely,Irwin Winkler,Biography|Drama|Music|Musical,PG-13
2695,New York Stories,Woody Allen,Comedy|Drama|Romance,PG
2696,Barney's Great Adventure,Steve Gomer,Adventure|Family,G
2697,The Man with the Iron Fists,RZA,Action,R
2698,Home Fries,Dean Parisot,Comedy|Drama|Romance,PG-13
2699,Here on Earth,Mark Piznarski,Drama|Romance,PG-13
2700,Brazil,Terry Gilliam,Drama|Sci-Fi,R
2701,Raise Your Voice,Sean McNamara,Family|Music|Romance,PG
2702,The Dead Zone            ,NULL,Drama|Fantasy|Mystery|Sci-Fi,TV-14
2703,The Big Lebowski,Joel Coen,Comedy|Crime,R
2704,Black Snake Moan,Craig Brewer,Drama|Music,R
2705,Dark Blue,Ron Shelton,Crime|Drama|Romance|Thriller,R
2706,A Mighty Heart,Michael Winterbottom,Biography|Drama|History|Thriller|War,R
2707,Whatever It Takes,David Raynr,Comedy|Drama|Romance,PG-13
2708,Boat Trip,Mort Nathan,Comedy,R
2709,The Importance of Being Earnest,Oliver Parker,Comedy|Drama|Romance,PG
2710,The Love Letter,Dan Curtis,Fantasy|Romance,Unrated
2711,Hoot,Wil Shriner,Adventure|Comedy|Family,PG
2712,In Bruges,Martin McDonagh,Comedy|Crime|Drama,R
2713,Peeples,Tina Gordon Chism,Comedy|Romance,PG-13
2714,The Rocker,Peter Cattaneo,Comedy|Music,PG-13
2715,Post Grad,Vicky Jenson,Comedy|Romance,PG-13
2716,Promised Land,Gus Van Sant,Drama,R
2717,Whatever Works,Woody Allen,Comedy|Romance,PG-13
2718,The In Crowd,Mary Lambert,Drama|Mystery|Thriller,PG-13
2719,Three Burials,Tommy Lee Jones,Adventure|Crime|Drama|Mystery|Western,R
2720,Jakob the Liar,Peter Kassovitz,Drama|War,PG-13
2721,Kiss Kiss Bang Bang,Shane Black,Comedy|Crime|Mystery,R
2722,Idle Hands,Rodman Flender,Comedy|Fantasy|Horror|Thriller,R
2723,Mulholland Drive,David Lynch,Drama|Mystery|Thriller,R
2724,Blood and Chocolate,Katja von Garnier,Drama|Fantasy|Horror|Romance,PG-13
2725,You Will Meet a Tall Dark Stranger,Woody Allen,Comedy|Drama|Romance,R
2726,Never Let Me Go,Mark Romanek,Drama|Romance|Sci-Fi,R
2727,The Company            ,NULL,Drama|History|Thriller,NULL
2728,Transsiberian,Brad Anderson,Crime|Drama|Mystery|Thriller,R
2729,The Clan of the Cave Bear,Michael Chapman,Adventure|Drama|Fantasy,R
2730,Crazy in Alabama,Antonio Banderas,Comedy|Crime|Drama,PG-13
2731,Funny Games,Michael Haneke,Crime|Drama|Horror|Thriller,R
2732,Listening,Khalil Sullins,Drama|Sci-Fi|Thriller,NULL
2733,Felicia's Journey,Atom Egoyan,Drama|Thriller,PG-13
2734,Metropolis,Fritz Lang,Drama|Sci-Fi,Not Rated
2735,District B13,Pierre Morel,Action|Crime|Thriller,R
2736,Things to Do in Denver When You're Dead,Gary Fleder,Crime|Drama,R
2737,The Assassin,Hsiao-Hsien Hou,Action|Drama,Not Rated
2738,Buffalo Soldiers,Gregor Jordan,Comedy|Crime|Drama|Thriller|War,R
2739,The Return,Andrey Zvyagintsev,Drama|Mystery|Thriller,Unrated
2740,Ong-bak 2,Tony Jaa,Action,R
2741,Centurion,Neil Marshall,Action|Adventure|Drama|History|Thriller|War,R
2742,Silent Trigger,Russell Mulcahy,Action|Drama|Thriller,R
2743,The Midnight Meat Train,Ryûhei Kitamura,Fantasy|Horror|Mystery,R
2744,Winnie Mandela,Darrell Roodt,Biography|Drama|History,R
2745,The Son of No One,Dito Montiel,Crime|Drama|Thriller,R
2746,All the Queen's Men,Stefan Ruzowitzky,Action|Comedy|Drama|War,PG-13
2747,The Good Night,Jake Paltrow,Comedy|Drama|Fantasy|Music|Romance,R
2748,Bathory: Countess of Blood,Juraj Jakubisko,Biography|Drama|Fantasy|History,R
2749,Khumba,Anthony Silverston,Adventure|Animation|Family,Not Rated
2750,Automata,Gabe Ibáñez,Action|Sci-Fi|Thriller,R
2751,Dungeons & Dragons: Wrath of the Dragon God,Gerry Lively,Action|Adventure|Fantasy,Not Rated
2752,Chiamatemi Francesco - Il Papa della gente,Daniele Luchetti,Biography,NULL
2753,Shinjuku Incident,Tung-Shing Yee,Action|Crime|Drama|Thriller,R
2754,Pandaemonium,Julien Temple,Biography|Drama,PG-13
2755,Groundhog Day,Harold Ramis,Comedy|Fantasy|Romance,PG
2756,Magic Mike XXL,Gregory Jacobs,Comedy|Drama|Music,R
2757,Romeo + Juliet,Baz Luhrmann,Drama|Romance,PG-13
2758,Sarah's Key,Gilles Paquet-Brenner,Drama|War,PG-13
2759,Freedom,Peter Cousens,Drama|Family|Music,R
2760,Unforgiven,Clint Eastwood,Drama|Western,R
2761,Manderlay,Lars von Trier,Drama,Not Rated
2762,Slumdog Millionaire,Danny Boyle,Drama|Romance,R
2763,Fatal Attraction,Adrian Lyne,Drama|Romance|Thriller,R
2764,Pretty Woman,Garry Marshall,Comedy|Romance,R
2765,Towering Inferno            ,John Blanchard,Comedy,NULL
2766,Crocodile Dundee II,John Cornell,Action|Adventure|Comedy,PG
2767,Broken Horses,Vidhu Vinod Chopra,Action|Crime|Drama|Mystery|Thriller,R
2768,Born on the Fourth of July,Oliver Stone,Biography|Drama|War,R
2769,Cool Runnings,Jon Turteltaub,Adventure|Comedy|Family|Sport,PG
2770,My Bloody Valentine,Patrick Lussier,Horror|Thriller,R
2771,The Possession,Ole Bornedal,Horror|Thriller,PG-13
2772,First Blood,Ted Kotcheff,Action|Adventure|Drama,R
2773,Stomp the Yard,Sylvain White,Drama|Music|Romance,PG-13
2774,The Spy Who Loved Me,Lewis Gilbert,Action|Adventure|Sci-Fi|Thriller,PG
2775,Ghost Hunters            ,NULL,Documentary,NULL
2776,Urban Legend,Jamie Blanks,Horror|Mystery|Thriller,R
2777,Dangerous Liaisons,Stephen Frears,Drama|Romance,R
2778,Good Deeds,Tyler Perry,Comedy|Drama|Romance,PG-13
2779,White Fang,Randal Kleiser,Adventure|Drama,PG
2780,Superstar,Bruce McCulloch,Comedy|Romance,PG-13
2781,The Iron Lady,Phyllida Lloyd,Biography|Drama|History,PG-13
2782,Jonah: A VeggieTales Movie,Mike Nawrocki,Adventure|Animation|Comedy|Drama|Family|Musical,G
2783,Poetic Justice,John Singleton,Drama|Romance,R
2784,All About the Benjamins,Kevin Bray,Action|Comedy|Crime|Thriller,R
2785,Vampire in Brooklyn,Wes Craven,Comedy|Fantasy|Horror|Romance,R
2786,Exorcist II: The Heretic,John Boorman,Horror,R
2787,An American Haunting,Courtney Solomon,Horror|Mystery|Thriller,PG-13
2788,My Boss's Daughter,David Zucker,Comedy|Romance,PG-13
2789,A Perfect Getaway,David Twohy,Adventure|Mystery|Thriller,R
2790,Our Family Wedding,Rick Famuyiwa,Comedy|Romance,PG-13
2791,Dead Man on Campus,Alan Cohn,Comedy,R
2792,Tea with Mussolini,Franco Zeffirelli,Comedy|Drama|War,PG
2793,Thinner,Tom Holland,Fantasy|Horror,R
2794,"New York, New York",Martin Scorsese,Drama|Music|Musical|Romance,PG
2795,Crooklyn,Spike Lee,Comedy|Drama,PG-13
2796,I Think I Love My Wife,Chris Rock,Comedy|Drama|Romance,R
2797,Jason X,James Isaac,Action|Horror|Sci-Fi|Thriller,R
2798,Big Fat Liar,Shawn Levy,Adventure|Comedy|Family,PG
2799,Bobby,Emilio Estevez,Drama|History,R
2800,Head Over Heels,Mark Waters,Comedy|Mystery|Romance,PG-13
2801,Fun Size,Josh Schwartz,Adventure|Comedy,PG-13
2802,The Diving Bell and the Butterfly,Julian Schnabel,Biography|Drama,PG-13
2803,Little Children,Todd Field,Drama|Romance,R
2804,Gossip,Davis Guggenheim,Drama|Mystery|Thriller,R
2805,A Walk on the Moon,Tony Goldwyn,Drama,R
2806,Catch a Fire,Phillip Noyce,Biography|Drama|History,PG-13
2807,Soul Survivors,Stephen Carpenter,Drama|Horror|Mystery|Thriller,PG-13
2808,Jefferson in Paris,James Ivory,Biography|Drama|History|Romance,PG-13
2809,Easy Virtue,Stephan Elliott,Comedy|Romance,PG-13
2810,Caravans,James Fargo,Action|Adventure|History,PG
2811,Mr. Turner,Mike Leigh,Biography|Drama|History,R
2812,Wild Grass,Alain Resnais,Drama|Romance,PG
2813,Amen.,Costa-Gavras,Biography|Crime|Drama|War,Unrated
2814,Reign of Assassins,Chao-Bin Su,Action,R
2815,The Lucky Ones,Neil Burger,Comedy|Drama|War,R
2816,Margaret,Kenneth Lonergan,Drama,R
2817,Stan Helsing,Bo Zenga,Comedy|Horror,R
2818,Flipped,Rob Reiner,Comedy|Drama|Romance,PG
2819,Brokeback Mountain,Ang Lee,Drama|Romance,R
2820,Teenage Mutant Ninja Turtles,Jonathan Liebesman,Action|Adventure|Comedy|Sci-Fi,PG-13
2821,Clueless,Amy Heckerling,Comedy|Romance,PG-13
2822,Far from Heaven,Todd Haynes,Drama|Romance,PG-13
2823,Hot Tub Time Machine 2,Steve Pink,Comedy|Sci-Fi,R
2824,Dekalog            ,NULL,Drama,TV-MA
2825,Quills,Philip Kaufman,Biography|Drama,R
2826,Seven Psychopaths,Martin McDonagh,Comedy|Crime,R
2827,The Caveman's Valentine,Kasi Lemmons,Crime|Drama|Music|Mystery|Thriller,R
2828,The Border            ,NULL,Action|Crime|Drama|Thriller,NULL
2829,Downfall,Oliver Hirschbiegel,Biography|Drama|History|War,R
2830,The Sea Inside,Alejandro Amenábar,Biography|Drama|Romance,PG-13
2831,Under the Skin,Jonathan Glazer,Drama|Horror|Sci-Fi|Thriller,R
2832,"Good Morning, Vietnam",Barry Levinson,Biography|Comedy|Drama|War,R
2833,The Last Godfather,Hyung-rae Shim,Comedy,PG-13
2834,Justin Bieber: Never Say Never,Jon M. Chu,Documentary|Music,G
2835,Black Swan,Darren Aronofsky,Drama|Thriller,R
2836,RoboCop,José Padilha,Action|Crime|Sci-Fi|Thriller,PG-13
2837,The Godfather: Part II,Francis Ford Coppola,Crime|Drama,R
2838,Save the Last Dance,Thomas Carter,Drama|Music|Romance,PG-13
2839,A Nightmare on Elm Street 4: The Dream Master,Renny Harlin,Fantasy|Horror|Thriller,R
2840,Miracles from Heaven,Patricia Riggen,Drama,PG
2841,"Dude, Where's My Car?",Danny Leiner,Comedy|Mystery,PG-13
2842,Young Guns,Christopher Cain,Action|Crime|Drama|Thriller|Western,R
2843,St. Vincent,Theodore Melfi,Comedy|Drama,PG-13
2844,About Last Night,Steve Pink,Comedy|Romance,R
2845,10 Things I Hate About You,Gil Junger,Comedy|Drama|Romance,PG-13
2846,The New Guy,Ed Decter,Comedy,PG-13
2847,Loaded Weapon 1,Gene Quintano,Action|Comedy|Crime,PG-13
2848,The Shallows,Jaume Collet-Serra,Drama|Horror|Thriller,PG-13
2849,The Butterfly Effect,Eric Bress,Sci-Fi|Thriller,R
2850,Snow Day,Chris Koch,Adventure|Comedy|Family,PG
2851,This Christmas,Preston A. Whitmore II,Comedy|Drama|Romance,PG-13
2852,Baby Geniuses,Bob Clark,Comedy|Crime|Family|Sci-Fi,PG
2853,The Big Hit,Kirk Wong,Action|Comedy|Crime|Thriller,R
2854,Harriet the Spy,Bronwen Hughes,Comedy|Drama|Family,PG
2855,Child's Play 2,John Lafia,Fantasy|Horror,R
2856,No Good Deed,Sam Miller,Crime|Thriller,PG-13
2857,The Mist,Frank Darabont,Horror,R
2858,Ex Machina,Alex Garland,Drama|Mystery|Sci-Fi|Thriller,R
2859,Being John Malkovich,Spike Jonze,Comedy|Drama|Fantasy,R
2860,Two Can Play That Game,Mark Brown,Comedy|Romance,R
2861,Earth to Echo,Dave Green,Adventure|Family|Sci-Fi,PG
2862,Crazy/Beautiful,John Stockwell,Drama|Romance,PG-13
2863,Letters from Iwo Jima,Clint Eastwood,Drama|History|War,R
2864,The Astronaut Farmer,Michael Polish,Adventure|Drama|Sci-Fi,PG
2865,Woo,Daisy von Scherler Mayer,Comedy|Romance,R
2866,Room,Lenny Abrahamson,Drama,R
2867,Dirty Work,Bob Saget,Comedy,PG-13
2868,Serial Mom,John Waters,Comedy|Crime|Thriller,R
2869,Dick,Andrew Fleming,Comedy,PG-13
2870,Del 1 - Män som hatar kvinnor            ,Niels Arden Oplev,Action|Crime|Mystery|Thriller,NULL
2871,Light It Up,Craig Bolotin,Drama|Thriller,R
2872,54,Mark Christopher,Drama|Music,R
2873,Bubble Boy,Blair Hayes,Adventure|Comedy|Romance|Sci-Fi,PG-13
2874,Birthday Girl,Jez Butterworth,Comedy|Crime|Thriller,R
2875,21 & Over,Jon Lucas,Comedy,R
2876,"Paris, je t'aime",Olivier Assayas,Comedy|Drama|Romance,R
2877,Resurrecting the Champ,Rod Lurie,Drama|Sport,PG-13
2878,Admission,Paul Weitz,Comedy|Drama|Romance,PG-13
2879,The Widow of Saint-Pierre,Patrice Leconte,Drama|Romance,R
2880,Chloe,Atom Egoyan,Drama|Mystery|Romance|Thriller,R
2881,Faithful,Paul Mazursky,Comedy|Crime|Drama,R
2882,Brothers,Jim Sheridan,Drama|Thriller,R
2883,Find Me Guilty,Sidney Lumet,Biography|Comedy|Crime|Drama,R
2884,The Perks of Being a Wallflower,Stephen Chbosky,Drama|Romance,PG-13
2885,Excessive Force,Jon Hess,Action,R
2886,Infamous,Douglas McGrath,Biography|Crime|Drama,R
2887,The Claim,Michael Winterbottom,Drama|Romance|Western,R
2888,The Vatican Tapes,Mark Neveldine,Horror|Thriller,PG-13
2889,Attack the Block,Joe Cornish,Action|Comedy|Sci-Fi|Thriller,R
2890,In the Land of Blood and Honey,Angelina Jolie Pitt,Drama|Romance|War,R
2891,The Call,Brad Anderson,Crime|Thriller,R
2892,Operation Chromite,John H. Lee,Action|Drama|History|War,NULL
2893,The Crocodile Hunter: Collision Course,John Stainton,Action|Adventure|Comedy|Family,PG
2894,I Love You Phillip Morris,Glenn Ficarra,Biography|Comedy|Crime|Drama|Romance,R
2895,Quest for Fire,Jean-Jacques Annaud,Adventure|Drama|History,R
2896,Antwone Fisher,Denzel Washington,Biography|Drama,PG-13
2897,The Emperor's Club,Michael Hoffman,Drama,PG-13
2898,True Romance,Tony Scott,Action|Crime|Drama|Romance|Thriller,R
2899,Womb,Benedek Fliegauf,Drama|Romance|Sci-Fi,Unrated
2900,Glengarry Glen Ross,James Foley,Crime|Drama|Mystery,R
2901,The Killer Inside Me,Michael Winterbottom,Crime|Drama|Thriller,R
2902,Cat People,Paul Schrader,Fantasy|Horror|Thriller,R
2903,Sorority Row,Stewart Hendler,Horror|Mystery,R
2904,The Prisoner of Zenda,John Cromwell,Adventure|Drama|Romance,Approved
2905,Lars and the Real Girl,Craig Gillespie,Comedy|Drama|Romance,PG-13
2906,The Boy in the Striped Pajamas,Mark Herman,Drama|War,PG-13
2907,Dancer in the Dark,Lars von Trier,Crime|Drama|Musical,R
2908,Oscar and Lucinda,Gillian Armstrong,Drama|Romance,R
2909,The Funeral,Abel Ferrara,Crime|Drama,R
2910,Solitary Man,Brian Koppelman,Comedy|Drama|Romance,R
2911,Machete,Ethan Maniquis,Action|Crime|Thriller,R
2912,Casino Jack,George Hickenlooper,Biography|Comedy|Crime|Drama,R
2913,The Land Before Time,Don Bluth,Adventure|Animation|Family,G
2914,Tae Guk Gi: The Brotherhood of War,Je-kyu Kang,Action|Drama|War,R
2915,The Perfect Game,William Dear,Comedy|Drama|Family|Sport,PG
2916,The Exorcist,William Friedkin,Horror,R
2917,Jaws,Steven Spielberg,Adventure|Drama|Thriller,PG
2918,American Pie,Paul Weitz,Comedy,R
2919,Ernest & Celestine,Stéphane Aubier,Animation|Comedy|Crime|Drama|Family,PG
2920,The Golden Child,Michael Ritchie,Action|Adventure|Comedy|Fantasy|Mystery,PG-13
2921,Think Like a Man,Tim Story,Comedy|Romance,PG-13
2922,Barbershop,Tim Story,Comedy|Drama,PG-13
2923,Star Trek II: The Wrath of Khan,Nicholas Meyer,Action|Adventure|Sci-Fi,PG
2924,Ace Ventura: Pet Detective,Tom Shadyac,Comedy,PG-13
2925,WarGames,John Badham,Sci-Fi|Thriller,PG
2926,Witness,Peter Weir,Crime|Drama|Romance|Thriller,R
2927,Act of Valor,Mike McCoy,Action|Adventure|Drama|Thriller|War,R
2928,Step Up,Anne Fletcher,Crime|Drama|Music|Romance,PG-13
2929,Beavis and Butt-Head Do America,Mike Judge,Adventure|Animation|Comedy|Crime,PG-13
2930,Jackie Brown,Quentin Tarantino,Crime|Thriller,R
2931,Harold & Kumar Escape from Guantanamo Bay,Jon Hurwitz,Adventure|Comedy,R
2932,Chronicle,Josh Trank,Drama|Sci-Fi|Thriller,PG-13
2933,Yentl,Barbra Streisand,Drama|Musical|Romance,PG
2934,Time Bandits,Terry Gilliam,Adventure|Comedy|Fantasy|Sci-Fi,PG
2935,Crossroads,Tamra Davis,Comedy|Drama,PG-13
2936,Project X,Nima Nourizadeh,Comedy|Crime,R
2937,Patton,Franklin J. Schaffner,Biography|Drama|War,GP
2938,One Hour Photo,Mark Romanek,Drama|Thriller,R
2939,Quarantine,John Erick Dowdle,Horror|Sci-Fi|Thriller,R
2940,The Eye,David Moreau,Horror|Mystery,PG-13
2941,Johnson Family Vacation,Christopher Erskin,Comedy,PG-13
2942,How High,Jesse Dylan,Comedy|Fantasy,R
2943,The Muppet Christmas Carol,Brian Henson,Comedy|Drama|Family|Fantasy|Musical,G
2944,Casino Royale,Martin Campbell,Action|Adventure|Thriller,PG-13
2945,Frida,Julie Taymor,Biography|Drama|Romance,R
2946,Katy Perry: Part of Me,Dan Cutforth,Documentary|Music,PG
2947,The Fault in Our Stars,Josh Boone,Drama|Romance,PG-13
2948,Rounders,John Dahl,Crime|Drama,R
2949,Top Five,Chris Rock,Comedy|Romance,R
2950,Prophecy,John Frankenheimer,Horror|Sci-Fi,PG
2951,Stir of Echoes,David Koepp,Horror|Mystery|Thriller,R
2952,Spartacus: War of the Damned            ,NULL,Action|Adventure|Biography|Drama|History,TV-MA
2953,Philomena,Stephen Frears,Biography|Drama,PG-13
2954,The Upside of Anger,Mike Binder,Comedy|Drama,R
2955,The Boys from Brazil,Franklin J. Schaffner,Drama|Thriller,R
2956,Aquamarine,Elizabeth Allen Rosenbaum,Comedy|Family|Fantasy|Romance,PG
2957,Paper Towns,Jake Schreier,Drama|Mystery|Romance,PG-13
2958,My Baby's Daddy,Cheryl Dunye,Comedy,PG-13
2959,Nebraska,Alexander Payne,Adventure|Comedy|Drama,R
2960,Tales from the Crypt: Demon Knight,Ernest R. Dickerson,Action|Fantasy|Horror|Thriller,R
2961,Max Keeble's Big Move,Tim Hill,Comedy|Crime|Family,PG
2962,Young Adult,Jason Reitman,Comedy|Drama,R
2963,Crank,Mark Neveldine,Action|Crime|Thriller,R
2964,How to Be a Player,Lionel C. Martin,Comedy,R
2965,Living Out Loud,Richard LaGravenese,Comedy|Drama|Romance,R
2966,Just Wright,Sanaa Hamri,Comedy|Romance|Sport,PG
2967,Rachel Getting Married,Jonathan Demme,Drama|Romance,R
2968,The Postman Always Rings Twice,Bob Rafelson,Crime|Drama|Romance|Thriller,R
2969,Girl with a Pearl Earring,Peter Webber,Biography|Drama|Romance,PG-13
2970,Das Boot,Wolfgang Petersen,Adventure|Drama|Thriller|War,R
2971,The Alamo,John Lee Hancock,Drama|History|War|Western,PG-13
2972,Sorority Boys,Wallace Wolodarsky,Comedy,R
2973,About Time,Richard Curtis,Drama|Fantasy|Romance,R
2974,House of Flying Daggers,Yimou Zhang,Action|Adventure|Drama|Romance,PG-13
2975,Arbitrage,Nicholas Jarecki,Drama|Thriller,R
2976,Project Almanac,Dean Israelite,Sci-Fi|Thriller,PG-13
2977,Cadillac Records,Darnell Martin,Biography|Drama|Music,R
2978,Screwed,Scott Alexander,Comedy|Crime,PG-13
2979,Fortress,Stuart Gordon,Action|Crime|Sci-Fi|Thriller,R
2980,For Your Consideration,Christopher Guest,Comedy,PG-13
2981,Celebrity,Woody Allen,Comedy|Drama,R
2982,Running with Scissors,Ryan Murphy,Comedy|Drama,R
2983,From Justin to Kelly,Robert Iscove,Comedy|Musical|Romance,PG
2984,Girl 6,Spike Lee,Comedy|Drama,R
2985,In the Cut,Jane Campion,Mystery|Thriller,R
2986,Two Lovers,James Gray,Drama|Romance,R
2987,Last Orders,Fred Schepisi,Drama,R
2988,The Host,Joon-ho Bong,Comedy|Drama|Horror|Sci-Fi,R
2989,The Pursuit of D.B. Cooper,Roger Spottiswoode,Adventure|Crime|Thriller,PG
2990,Ravenous,Antonia Bird,Fantasy|Horror|Thriller,R
2991,Charlie Bartlett,Jon Poll,Comedy|Drama|Romance,R
2992,The Great Beauty,Paolo Sorrentino,Drama,Not Rated
2993,The Dangerous Lives of Altar Boys,Peter Care,Comedy|Drama,R
2994,Stoker,Chan-wook Park,Drama|Thriller,R
2995,2046,Kar-Wai Wong,Drama|Romance|Sci-Fi,R
2996,Married Life,Ira Sachs,Crime|Drama|Romance,PG-13
2997,Duma,Carroll Ballard,Adventure|Drama|Family,PG
2998,Ondine,Neil Jordan,Drama|Mystery|Romance,PG-13
2999,Brother,Takeshi Kitano,Crime|Drama|Thriller,R
3000,Welcome to Collinwood,Anthony Russo,Comedy|Crime,R
3001,Critical Care,Sidney Lumet,Comedy|Drama,R
3002,The Life Before Her Eyes,Vadim Perelman,Drama|Mystery|Thriller,R
3003,Darling Companion,Lawrence Kasdan,Comedy|Drama|Romance,PG-13
3004,Trade,Marco Kreuzpaintner,Crime|Drama|Thriller,R
3005,Fateless,Lajos Koltai,Drama|Romance|War,R
3006,Breakfast of Champions,Alan Rudolph,Comedy,R
3007,"A Woman, a Gun and a Noodle Shop",Yimou Zhang,Comedy|Drama,R
3008,Cypher,Vincenzo Natali,Mystery|Romance|Sci-Fi|Thriller,R
3009,City of Life and Death,Chuan Lu,Drama|History|War,R
3010,Home,Tim Johnson,Adventure|Animation|Comedy|Family|Fantasy|Sci-Fi,PG
3011,Legend of Kung Fu Rabbit,Lijun Sun,Action|Adventure|Animation|Comedy|Family,PG
3012,Space Battleship Yamato,Takashi Yamazaki,Action|Adventure|Drama|Sci-Fi,TV-14
3013,5 Days of War,Renny Harlin,Action|Drama|War,R
3014,Triangle,Christopher Smith,Fantasy|Mystery|Thriller,R
3015,10 Days in a Madhouse,Timothy Hines,Drama,R
3016,Heaven Is for Real,Randall Wallace,Biography|Drama,PG
3017,Snatch,Guy Ritchie,Comedy|Crime,R
3018,Dancin' It's On,David Winters,Family|Musical,PG
3019,Pet Sematary,Mary Lambert,Fantasy|Horror,R
3020,Madadayo,Akira Kurosawa,Drama,NULL
3021,The Cry of the Owl,Jamie Thraves,Drama|Thriller,R
3022,A Tale of Three Cities,Mabel Cheung,Drama,NULL
3023,Gremlins,Joe Dante,Comedy|Fantasy|Horror,PG
3024,Star Wars: Episode IV - A New Hope,George Lucas,Action|Adventure|Fantasy|Sci-Fi,PG
3025,Dirty Grandpa,Dan Mazer,Comedy,R
3026,Doctor Zhivago,David Lean,Drama|Romance|War,PG-13
3027,Trash,Stephen Daldry,Adventure|Crime|Drama|Mystery|Thriller,R
3028,High School Musical 3: Senior Year,Kenny Ortega,Comedy|Drama|Family|Music|Musical|Romance,G
3029,The Fighter,David O. Russell,Biography|Drama|Sport,R
3030,Jackass Number Two,Jeff Tremaine,Action|Comedy|Documentary,R
3031,My Cousin Vinny,Jonathan Lynn,Comedy|Crime,R
3032,If I Stay,R.J. Cutler,Drama|Fantasy|Music|Romance,PG-13
3033,Drive Hard,Brian Trenchard-Smith,Action|Comedy|Crime,Not Rated
3034,Major League,David S. Ward,Comedy|Sport,R
3035,St. Trinian's,Oliver Parker,Comedy,PG-13
3036,Phone Booth,Joel Schumacher,Crime|Thriller,R
3037,A Walk to Remember,Adam Shankman,Drama|Romance,PG
3038,Dead Man Walking,Tim Robbins,Crime|Drama,R
3039,Cruel Intentions,Roger Kumble,Drama|Romance,R
3040,Saw VI,Kevin Greutert,Horror|Mystery,R
3041,History of the World: Part I,Mel Brooks,Comedy,R
3042,The Secret Life of Bees,Gina Prince-Bythewood,Drama,PG-13
3043,Corky Romano,Rob Pritts,Comedy|Crime,PG-13
3044,Raising Cain,Brian De Palma,Crime|Drama|Thriller,R
3045,F.I.S.T.,Norman Jewison,Drama,PG
3046,Invaders from Mars,Tobe Hooper,Horror|Sci-Fi,PG
3047,Brooklyn,John Crowley,Drama|Romance,PG-13
3048,Barry Lyndon,Stanley Kubrick,Adventure|Drama|History|War,PG
3049,Out Cold,Brendan Malloy,Comedy|Sport,PG-13
3050,The Ladies Man,Reginald Hudlin,Comedy,R
3051,Quartet,Dustin Hoffman,Comedy|Drama,PG-13
3052,Tomcats,Gregory Poirier,Comedy,R
3053,Frailty,Bill Paxton,Crime|Drama|Thriller,R
3054,Woman in Gold,Simon Curtis,Biography|Drama|History,PG-13
3055,Kinsey,Bill Condon,Biography|Drama,R
3056,Army of Darkness,Sam Raimi,Comedy|Fantasy|Horror,R
3057,Slackers,Dewey Nicks,Comedy|Romance,R
3058,What's Eating Gilbert Grape,Lasse Hallström,Drama|Romance,PG-13
3059,The Visual Bible: The Gospel of John,Philip Saville,Biography|Drama|History,PG-13
3060,Vera Drake,Mike Leigh,Crime|Drama,R
3061,The Guru,Daisy von Scherler Mayer,Comedy|Music|Romance,R
3062,The Perez Family,Mira Nair,Comedy|Drama|Romance,R
3063,Inside Llewyn Davis,Ethan Coen,Drama|Music,R
3064,O,Tim Blake Nelson,Drama|Romance|Thriller,R
3065,Return to the Blue Lagoon,William A. Graham,Adventure|Drama|Romance,PG-13
3066,The Molly Maguires,Martin Ritt,Drama|History,PG
3067,Romance & Cigarettes,John Turturro,Comedy|Musical|Romance,R
3068,Copying Beethoven,Agnieszka Holland,Biography|Drama|Music,PG-13
