ListID,MusicID_R,MovieID_R,WineID_R,RestaurantID_R,GiftID_R
1654,37957,4837,2542,6097,4274
1655,31207,1191,2425,5265,8880
1656,1619,1812,1281,5642,8240
1657,69050,1313,2618,8307,4318
1658,5603,4113,672,10093,9392
1659,67972,2938,2424,348,2210
1660,51887,344,1216,10288,4786
1661,67924,4160,1801,2520,1896
1662,64564,3437,4775,6657,3532
1663,46534,2344,2562,8389,4249
1664,25800,250,684,10510,3563
1665,29591,2455,2836,4554,5442
1666,63604,2481,1534,4802,9890
1667,8664,1272,2534,1956,9046
1668,19664,3462,910,3603,6967
1669,66397,1684,3974,2146,2007
1670,53762,3562,927,3433,1887
1671,21931,523,4532,9749,2055
1672,23687,3111,4335,1738,8376
1673,29139,2052,3711,10383,6373
1674,51822,4379,2033,12750,6256
1675,51762,2360,2531,4103,7355
1676,24112,4624,695,10550,5940
1677,35198,3670,474,4632,3181
1678,56317,1484,3354,5542,6024
1679,44851,1452,2824,1831,9961
1680,40813,3102,3452,6952,4640
1681,46820,1936,590,8057,1964
1682,72225,2587,4333,493,5221
1683,10909,4530,2935,6712,7063
1684,62314,4400,2754,1638,5982
1685,45831,1424,882,11124,5817
1686,42890,3180,4064,993,5674
1687,39960,4548,902,590,9832
1688,30644,2128,3441,11799,2850
1689,4921,2144,2152,9748,6729
1690,34563,3298,4512,1273,3750
1691,39037,4122,3194,4586,6956
1692,65014,134,3036,8526,4445
1693,44674,884,266,433,7116
1694,51898,2211,1191,2159,3746
1695,63038,4927,3305,9049,4480
1696,31241,3209,3676,875,7413
1697,71502,2514,1327,8442,4933
1698,983,4313,4079,2022,5840
1699,36575,3991,3362,8945,7233
1700,53426,1169,1741,3017,3247
1701,73556,2213,3756,3470,9217
1702,14367,1473,1883,2928,2979
1703,14473,187,610,9809,3699
1704,48642,2005,2790,4470,5866
1705,28711,2519,3852,5213,7307
1706,23587,3548,3621,350,4370
1707,67150,1862,482,4721,3622
1708,17521,3324,1386,6450,3781
1709,52010,1013,3728,12264,8037
1710,66381,2221,828,931,7057
1711,18034,2150,2043,6007,8401
1712,28045,2391,2496,4218,3446
1713,47266,3614,3031,4350,6236
1714,33019,3567,2200,11612,2886
1715,61742,4989,1788,4931,4564
1716,56706,3506,2390,10790,5093
1717,33172,2355,4158,9305,4620
1718,47639,4820,2752,8072,4805
1719,39458,3867,1408,10329,4901
1720,49796,2350,4015,967,7240
1721,11281,2993,3690,6477,5973
1722,68699,1046,1474,3579,3042
1723,16133,3381,2517,1412,8795
1724,28760,1408,3155,8076,6818
1725,27008,3379,2560,6061,8647
1726,69879,2243,4195,2615,3820
1727,42948,3484,1217,10689,2208
1728,40915,1204,2823,7811,6612
1729,55330,1136,2898,181,8289
1730,36980,965,938,9256,8804
1731,30966,2701,1574,1374,3831
1732,5052,1823,3330,522,6876
1733,6992,4137,2005,7035,8868
1734,64940,1762,622,3422,7635
1735,15170,732,3838,5128,4540
1736,66359,1963,505,957,3575
1737,71297,4314,1286,1299,3604
1738,7781,3726,4509,1849,8687
1739,18606,1570,1717,8271,4490
1740,73421,1350,4334,4074,9003
1741,73798,835,742,11875,9850
1742,38354,722,4924,7504,3318
1743,6185,4986,2239,1294,2189
1744,40474,388,1035,1645,8265
1745,59408,3213,1644,9199,5257
1746,17353,754,3231,1898,3745
1747,31150,2155,2645,8301,4160
1748,25357,1697,4483,3291,3399
1749,11094,2369,4217,4870,7730
1750,27303,1623,1513,7261,7190
1751,9554,976,3147,12526,8200
1752,38732,2337,1347,10800,7132
1753,10408,3579,4764,11237,7426
1754,47300,1528,330,9435,4411
1755,21137,2346,4967,10825,2161
1756,27358,2308,1130,1248,4120
1757,59691,3609,1288,1106,3157
1758,4349,2627,1194,6874,7213
1759,30692,231,1838,9011,1966
1760,8814,4521,4841,3318,3835
1761,19192,2431,728,1745,8208
1762,14796,4370,3423,2067,7201
1763,40586,2460,3829,3703,6669
1764,28608,2853,547,6154,4347
1765,71415,2594,1778,687,7602
1766,17883,2301,3951,9422,4206
1767,39304,1647,498,7122,2970
1768,39949,2147,1378,9407,7540
1769,33191,548,3620,1962,7329
1770,25565,1213,3981,6003,9772
1771,8271,2757,1036,12760,8344
1772,39889,4262,2214,4303,7445
1773,56014,2610,8,6443,7976
1774,60747,184,1871,3641,8946
1775,3319,2914,159,10091,9614
1776,18166,3650,2129,3797,3235
1777,57820,2512,2778,11308,3062
1778,59203,1002,138,2762,3566
1779,51563,2444,3562,142,6216
1780,42779,1119,1926,8541,8963
1781,38202,4132,3707,795,4336
1782,9803,1410,4857,8096,5869
1783,73272,2871,3113,3320,8067
1784,67848,886,3230,4549,9799
1785,55306,2100,224,6793,6713
1786,64975,13,2211,9907,6618
1787,25928,3998,3558,2703,7350
1788,15125,2749,3543,9602,8632
1789,68795,257,2180,7976,3616
1790,27403,164,4417,1623,2559
1791,71197,3129,3915,5305,9323
1792,45233,4729,2096,7719,6091
1793,73500,1423,3039,4221,4151
1794,60692,5021,1213,3716,6330
1795,57619,4748,3424,8814,5941
1796,52955,3767,1626,12816,9879
1797,37080,3928,1085,1493,3376
1798,1337,1252,3810,5289,8033
1799,4855,136,403,7838,3969
1800,15543,68,4641,5275,5904
1801,2154,3387,4004,7335,8702
1802,45977,3345,526,7371,6207
1803,13331,4619,1241,6969,2465
1804,24808,1281,3261,6683,7509
1805,50045,2507,3030,281,8475
1806,26393,2363,955,10095,2616
1807,28716,435,1298,5309,6085
1808,6767,3913,2508,6001,9928
1809,54810,895,364,9020,5984
1810,23954,268,539,5847,2658
1811,19858,2714,2970,4209,5198
1812,27474,1097,2505,11994,5681
1813,43880,2944,1227,10423,9267
1814,68935,2492,1355,4811,7879
1815,35576,4503,4488,7187,5527
1816,35067,918,3883,9012,7291
1817,41579,3977,506,5387,6814
1818,49527,2335,4188,1828,4978
1819,53183,2289,3351,5723,6446
1820,42158,1077,3722,11635,9752
1821,51175,1604,3546,9786,5413
1822,73293,2798,3513,8151,4478
1823,9345,1563,4346,3474,6190
1824,2255,2293,3557,168,5508
1825,34782,2494,2031,9016,5360
1826,5144,2099,181,11003,5973
1827,58691,1096,3590,8992,2142
1828,9944,3746,4414,9124,2306
1829,54542,4092,596,7816,5521
1830,33567,2908,1798,5114,4852
1831,21573,2902,2670,1062,3995
1832,29789,2551,3114,6588,5391
1833,73495,5,4507,9125,1948
1834,67332,2558,4055,2235,4700
1835,14674,1664,3103,1643,8556
1836,7532,2475,3782,817,3147
1837,23810,801,2966,6794,2061
1838,70520,4052,4005,12443,4198
1839,54626,4058,1271,8148,9336
1840,11533,2086,783,5896,7945
1841,50898,148,278,3706,8420
1842,18421,3700,4097,8180,7856
1843,51971,2580,1572,11043,6516
1844,72574,3320,611,7348,8676
1845,49513,723,2449,11749,8384
1846,70562,2764,3297,7786,6822
1847,49563,4695,3220,7954,3240
1848,9528,459,2651,4451,8236
1849,45042,353,4781,4587,8695
1850,60909,2275,4058,1963,3396
1851,9533,789,527,4058,5842
1852,21650,2922,1748,811,2453
1853,21323,3826,2756,7183,7869
1854,15817,1828,2420,888,3896
1855,37323,4177,3240,10045,5006
1856,60823,4315,2835,7735,4211
1857,54088,3864,396,11997,7447
1858,34264,3648,2004,10715,8200
1859,28337,495,652,2540,7929
1860,21273,841,1487,4994,7164
1861,44218,4694,1219,5592,3474
1862,47557,3971,3646,12090,5684
1863,67772,4570,2904,2180,4120
1864,51465,675,4799,11856,4181
1865,14776,456,3247,10220,5968
1866,63239,591,562,8510,7288
1867,55013,3563,2334,4082,3594
1868,42544,60,1082,9338,2776
1869,34875,2867,3805,5447,5523
1870,12928,3362,349,11021,7526
1871,51961,4484,73,5875,7081
1872,12420,4790,151,12495,5995
1873,11428,4166,3765,5680,2848
1874,66569,1626,4022,665,8523
1875,46411,4078,2157,2390,7436
1876,47212,1128,3149,11884,2226
1877,688,4713,3116,7845,5085
1878,37536,1867,896,1895,7046
1879,4197,4900,2865,2054,6595
1880,36505,1405,2587,11583,3454
1881,25025,4510,4126,9807,2204
1882,2545,4768,3180,4868,3881
1883,18048,1590,237,7437,7525
1884,22756,3568,1968,9072,7991
1885,49055,1934,2746,11490,5220
1886,9318,3139,134,10347,4961
1887,68000,1346,91,9737,7737
1888,73890,4279,4432,8635,4316
1889,28374,2804,2373,2974,8126
1890,62354,728,3388,11759,9907
1891,40234,248,307,12225,4974
1892,42561,1703,2341,1417,3200
1893,7139,3336,2638,11537,5585
1894,51249,4024,1125,6966,9318
1895,39167,3085,4653,4975,4398
1896,57823,1671,3033,14,3450
1897,52030,2315,3077,6112,2880
1898,64035,5041,2685,12503,3896
1899,65800,2168,939,7886,9689
1900,72393,4492,4945,12017,2541
1901,65262,3792,3281,12623,5152
1902,57060,2973,2846,11563,2825
1903,58762,2508,2024,4286,9510
1904,21827,3639,3294,1218,9151
1905,38269,2562,967,11771,5018
1906,30996,2721,4617,10170,4626
1907,1519,3370,1647,1737,3303
1908,39859,1888,4091,1308,9624
1909,11927,450,1117,1303,8539
1910,69842,3946,2299,10318,4102
1911,31209,508,4047,1351,3045
1912,63166,2396,810,647,4747
1913,68186,2690,1041,11502,9978
1914,25828,3832,1823,260,9654
1915,62323,1981,953,3515,2222
1916,31403,3059,3603,3151,7179
1917,11945,1722,34,11325,3688
1918,9684,4237,150,5608,9630
1919,54787,1979,2077,3530,5731
1920,65347,4573,45,12553,3624
1921,618,1135,4681,5043,7809
1922,7473,4799,3713,5511,2815
1923,55983,1712,4548,4454,7036
1924,60834,4611,397,7056,3006
1925,36310,4589,4648,7427,4287
1926,39565,1319,774,9321,2341
1927,5401,4678,1274,1071,6078
1928,35290,1901,4416,5132,5379
1929,368,2263,4831,9817,3947
1930,35886,1362,1488,171,6587
1931,56678,799,362,4665,2647
1932,11981,3361,2025,5889,7707
1933,47387,3072,2993,2160,6126
1934,44974,1308,2700,9028,6443
1935,48803,1693,2386,2409,5660
1936,23533,1818,4498,10223,6762
1937,46113,2637,4675,1450,5939
1938,58063,3660,1328,8184,4522
1939,21552,727,777,8523,7943
1940,3313,3844,1536,4457,7189
1941,71117,4602,1632,1637,7504
1942,4117,1691,4803,9667,9236
1943,35103,3533,3260,4283,6806
1944,56597,4797,2184,4077,2410
1945,20665,2787,2477,12034,2272
1946,32002,4135,4634,4054,4260
1947,33853,4404,4753,8900,9926
1948,1953,3229,4511,7326,5619
1949,30493,1306,2915,12310,4293
1950,60419,3868,3221,10280,2414
1951,12216,197,1226,570,4665
1952,25307,4350,1256,7278,4176
1953,40238,4317,3142,3790,5101
1954,66436,4664,3331,1756,6023
1955,51115,2758,974,5904,9332
1956,72148,2072,7,8734,7913
1957,23072,4255,670,653,8713
1958,35303,4914,4875,11359,7878
1959,14135,1106,2687,10620,2267
1960,21046,1658,3171,10295,3575
1961,10244,3774,1678,10130,7836
1962,40329,1433,3130,12349,3117
1963,10422,1265,1684,2878,5629
1964,72466,770,4223,8313,6271
1965,39280,397,643,5306,5782
1966,34400,2713,1200,8354,5695
1967,27661,1584,2507,2927,2997
1968,4368,3416,2081,1009,6276
1969,26613,4200,2107,10604,3706
1970,68882,4737,446,7550,4698
1971,13235,3515,2939,10306,9463
1972,1916,1251,2704,10829,7715
1973,68904,4032,353,258,3327
1974,11349,909,4259,5523,8419
1975,32329,4625,3647,8806,7691
1976,59044,818,4936,5575,3980
1977,14453,517,1613,7969,8237
1978,55932,4062,2821,7374,8771
1979,46451,1352,336,10516,6576
1980,6692,786,9,8215,4331
1981,23998,178,3298,12320,9281
1982,53851,805,72,2815,6399
1983,38270,3023,4202,6147,8880
1984,59776,2729,370,697,8300
1985,31812,1919,2852,3358,5312
1986,25204,249,2022,5826,8875
1987,65868,3410,1046,10546,4536
1988,72185,703,4614,11706,4119
1989,21535,3126,4758,12531,4952
1990,7754,2976,3652,8913,9618
1991,18726,3090,4812,4041,3100
1992,25329,4636,860,3148,3678
1993,45563,2163,2937,1282,9565
1994,54472,4744,1770,3896,2299
1995,37255,1882,1342,4001,7345
1996,42921,1139,4778,2964,5730
1997,5286,3959,3350,2570,4458
1998,69122,4769,3004,12458,7360
1999,52999,39,4969,2281,4157
2000,71304,1622,4214,11342,9517
2001,17097,4759,69,6298,4706
2002,10954,3508,2360,8659,5271
2003,59294,2700,1102,9685,8882
2004,17116,1625,4190,3289,7262
2005,25651,35,492,7340,9746
2006,29777,2752,3307,10570,6843
2007,48420,1014,4852,4692,3273
2008,9062,8,913,10049,4675
2009,49567,2866,909,1065,9853
2010,57026,714,597,2424,4730
2011,51014,551,2650,6658,3385
2012,7549,2180,3487,2078,3229
2013,40621,661,2880,11849,7912
2014,49222,988,3807,5204,5754
2015,49362,342,174,8355,2272
2016,69297,1187,2533,6275,8386
2017,2153,2393,4070,3012,2584
2018,17036,4604,2389,3031,3576
2019,47264,810,93,4576,8414
2020,31072,3375,3432,6880,6628
2021,69688,3669,1896,7818,4875
2022,15918,4334,2647,2702,9818
2023,29161,1776,1157,6496,9694
2024,51826,2468,1655,5775,3903
2025,20052,3703,613,4282,7639
2026,1758,4111,1111,4673,2963
2027,45785,290,767,9624,4163
2028,67913,3435,4156,10212,8465
2029,20006,2812,2248,2727,9134
2030,10267,3048,121,5733,7415
2031,52488,1462,4233,5818,4597
2032,47441,4813,843,5673,4142
2033,19751,3010,2092,6796,7998
2034,37145,4328,996,4963,3154
2035,3110,2856,3853,3691,7789
2036,72683,116,3087,7094,7091
2037,70658,745,1011,11728,8873
2038,40510,5025,646,12097,8857
2039,34555,4290,4467,1194,2109
2040,61922,4167,2111,675,6335
2041,40068,3961,3346,3112,5628
2042,53567,1859,3979,12671,4290
2043,60533,673,2895,9832,2849
2044,21277,4901,4181,7955,5033
2045,9077,2435,2684,12000,9083
2046,6703,3721,494,151,6278
2047,31892,2854,1949,6995,9312
2048,54139,331,4855,3387,5408
2049,64112,1508,4534,4415,4996
2050,14266,170,2773,1118,4402
2051,34660,31,839,12662,7554
2052,66665,3636,875,6474,6861
2053,46760,2658,3056,8174,8585
2054,12327,1835,2384,4647,8655
2055,30724,5042,3063,585,4818
2056,24337,1404,1431,10263,9350
2057,42260,908,1698,4676,6934
2058,783,1497,999,6302,2540
2059,7223,625,2441,5178,6093
2060,39511,3927,1075,8487,3585
2061,6935,369,2547,5548,7155
2062,49289,4919,997,10009,3003
2063,70663,846,1429,12071,5759
2064,52795,44,1273,6467,2765
2065,19656,4219,1666,11785,5036
2066,46678,4040,1380,4809,2610
2067,51360,3309,2840,2935,6317
2068,68310,2590,1064,84,2516
2069,13283,1229,4463,7924,7424
2070,22250,287,2969,1995,4952
2071,43839,1302,782,2867,9401
2072,63659,1709,2862,6155,3769
2073,59850,1134,800,6533,9898
2074,32579,3653,3748,5704,9053
2075,11115,568,2235,5770,9530
2076,27308,1575,3975,10817,3145
2077,74174,1323,2961,6144,4603
2078,26896,545,1156,4946,4370
2079,15000,1841,3474,4961,2756
2080,1425,3737,1324,12196,8893
2081,23562,4908,4329,10864,4819
2082,20773,4082,191,1121,5352
2083,21952,3304,2783,9776,8717
2084,58526,1132,1614,12599,8169
2085,1101,4990,3929,11307,6761
2086,24618,2790,130,12282,8962
2087,60513,3376,2883,1206,5623
2088,42092,2272,703,5012,3172
2089,11865,4447,794,12533,4182
2090,22429,1121,633,5973,6222
2091,4369,1507,3761,11878,2511
2092,71863,877,4255,8593,7697
2093,41967,2164,3067,12413,2377
2094,37464,999,83,3635,5063
2095,43856,414,95,4281,9926
2096,57032,905,1900,6054,7617
2097,67548,3224,2800,10652,6207
2098,49087,3179,4884,9301,8112
2099,8605,2920,3406,8361,9202
2100,58966,1826,3846,6057,4324
2101,58932,4848,2503,11427,6040
2102,40412,163,2286,10089,6836
2103,66456,156,1151,12365,5143
2104,42265,1073,3262,1564,6663
2105,63504,3201,4761,5810,3885
2106,37981,4719,4651,1515,5191
2107,38593,445,3898,5096,2526
2108,71576,2246,1452,3591,2698
2109,72923,2877,2614,8144,8054
2110,46020,114,1055,6636,6177
2111,31668,4215,2188,8790,8812
2112,39390,2767,404,2189,5005
2113,22270,557,149,10376,5129
2114,54848,1347,2947,11789,9530
2115,19311,1911,4451,9323,5925
2116,67787,385,2313,12608,4610
2117,47002,4513,985,1122,4235
2118,55641,3412,1345,6164,6998
2119,46888,1518,385,4384,6856
2120,65169,2493,4519,277,4188
2121,5925,4371,3486,5110,4208
2122,8965,1176,2054,1088,9876
2123,30423,361,2590,1223,2631
2124,1692,1011,4418,9002,5591
2125,54716,4228,2592,9871,6932
2126,73933,3263,1889,10655,2205
2127,7463,2083,4807,373,6058
2128,22123,2331,3568,1658,7351
2129,3438,944,3626,6151,7797
2130,5878,2769,480,10575,8340
2131,56737,2439,2948,1307,2543
2132,46707,343,4470,2240,4012
2133,37486,1993,3574,3415,4617
2134,28963,717,3539,11853,7530
2135,41150,3795,471,11761,5528
2136,73214,3256,1307,1054,2197
2137,67103,2563,2819,998,5937
2138,30226,108,1923,1763,3491
2139,71876,1984,2866,6256,3808
2140,50836,2226,1877,8376,4915
2141,55645,1968,4258,1776,7384
2142,72342,3605,1700,5629,7705
2143,28617,3299,2140,5034,8061
2144,33379,2281,294,9414,2403
2145,27488,4176,4089,1663,3631
2146,20543,4958,1934,4923,2289
2147,21128,296,2636,8785,5810
2148,11315,4850,2306,8214,7313
2149,65788,871,663,11014,8214
2150,55931,2557,1629,7411,5587
2151,3767,3724,2133,5763,9685
2152,14558,130,1272,3454,3824
2153,50228,5029,711,489,3084
2154,18512,1444,2393,9350,7228
2155,73850,3022,4436,4349,6212
2156,61616,2773,3986,355,8049
2157,51221,4418,859,12339,4548
2158,70132,434,4211,1317,4693
2159,52783,1974,1802,6677,6747
2160,67984,4981,3537,1208,6291
2161,5319,4735,4256,5819,8755
2162,9050,206,4833,3914,8377
2163,67889,4168,415,12378,9400
2164,32187,907,3678,12815,2818
2165,35116,536,3995,1723,4888
2166,43630,2500,3258,10375,4042
2167,52656,1268,1352,4858,2633
2168,61261,2586,4547,8060,7421
2169,19445,4272,1300,9945,4617
2170,31804,3951,3843,5360,9441
2171,63950,3478,4400,11946,8595
2172,225,3699,3122,12361,2671
2173,44397,2498,1562,1037,9831
2174,19967,25,1950,5050,8990
2175,66531,3395,2223,536,8530
2176,2966,3274,790,2200,5851
2177,73983,2844,1438,6010,7724
2178,29838,3040,4157,5531,2626
2179,27930,182,3408,9994,4345
2180,36804,2139,3864,1129,3889
2181,66898,2670,624,2618,4468
2182,34373,1480,4122,12423,6871
2183,1137,3356,2644,1153,4384
2184,23244,43,426,3416,8874
2185,54693,3731,2346,5226,2553
2186,16945,4657,3882,2119,6222
2187,71260,3584,2461,11452,4481
2188,43068,3190,4429,1782,2698
2189,35807,2450,3522,19,9679
2190,43823,3752,780,5383,2265
2191,38939,1800,833,1506,9160
2192,55557,2008,3170,2585,5068
2193,9092,3030,3905,3828,7931
2194,46125,2316,3559,177,7269
2195,32232,1759,2098,11010,8694
2196,19153,1546,2649,4385,4914
2197,46045,4383,3095,5372,7899
2198,41036,3154,4719,5418,9933
2199,55177,1627,4733,6381,2238
2200,52272,3677,157,1850,6403
2201,20920,4833,3916,8619,7666
2202,34669,2177,166,8104,5657
2203,73015,3761,4650,8894,4372
2204,35629,2152,1797,4277,2448
2205,54608,288,734,4380,9144
2206,13035,1467,1122,5316,5523
2207,27798,473,2945,11890,6334
2208,9189,2021,1419,8097,2527
2209,27461,3891,3764,2170,5356
2210,32194,1344,1545,3079,7030
2211,54298,2343,1222,3258,3651
2212,49209,2975,1204,11460,8429
2213,56152,960,601,41,6229
2214,61277,1999,1196,4938,4648
2215,37015,1160,4586,5072,8470
2216,2933,3878,111,11574,3389
2217,6498,4612,1330,9385,3714
2218,47715,186,4250,11098,8959
2219,45267,2788,1510,3992,7988
2220,20919,2733,2804,5805,6466
2221,66122,4948,3521,8443,8546
2222,58484,1603,893,5143,9745
2223,8884,1725,2944,537,2355
2224,771,424,301,9167,7475
2225,27595,195,2656,3482,7728
2226,2968,3592,1617,9102,8402
2227,30902,3966,1878,10968,5551
2228,71650,2313,2960,8469,8624
2229,22432,3776,3025,8300,9722
2230,69608,3396,3950,155,3544
2231,32831,4358,1435,1258,2981
2232,40044,3069,1983,1468,5488
2233,69803,413,4095,3037,8544
2234,72741,4242,1783,2482,2328
2235,22730,2816,2769,7311,9154
2236,23566,417,1935,12227,7112
2237,29293,4425,937,10319,9472
2238,16172,3922,414,629,5537
2239,42379,1766,3047,325,5990
2240,2829,306,3190,989,2578
2241,41740,4920,2176,10428,4438
2242,30803,2728,3145,5697,7806
2243,31611,3431,968,645,9773
2244,53070,61,4910,6183,3395
2245,51192,4577,1128,5866,8911
2246,58269,2170,2238,3863,2306
2247,11959,2683,65,7878,7256
2248,14753,2740,1250,5293,3112
2249,24813,2341,1363,5257,9666
2250,62442,1316,3834,2485,4313
2251,10964,9,4042,8980,7040
2252,11863,256,1072,1880,5990
2253,49998,3947,2726,6765,5567
2254,72978,2328,1141,10638,4959
2255,59114,4373,4113,9970,9387
2256,19729,1094,1309,5860,3136
2257,69729,1417,2395,3298,9196
2258,19391,5040,2056,954,2480
2259,10816,4146,256,12387,8878
2260,46984,645,1384,8643,6594
2261,43488,2707,2366,2457,5366
2262,10417,1926,3050,7043,8048
2263,26422,438,696,10877,7291
2264,29158,2961,1322,11071,4441
2265,16637,4680,148,10069,7813
2266,24214,4480,2073,6180,4967
2267,611,4801,2869,10127,2613
2268,21247,3678,1197,5612,4417
2269,25096,1386,3825,5520,9899
2270,69276,1291,2164,7455,9966
2271,68990,244,4769,12779,2332
2272,12626,3788,4249,11115,5295
2273,15223,4648,4279,8964,3338
2274,36315,2692,3692,6497,2330
2275,52620,4547,3402,4745,9274
2276,52500,4951,2084,583,2742
2277,33570,621,592,8247,7497
2278,35768,1897,3926,9314,2412
2279,37247,497,1497,4856,4826
2280,39750,2911,1558,8345,5438
2281,60625,1091,3708,761,8077
2282,39539,36,3467,11120,6482
2283,64338,3591,2624,8800,2606
2284,57427,3602,332,5571,3597
2285,36240,193,271,8994,9162
2286,66938,3720,3099,2976,6316
2287,19106,1057,120,11786,2565
2288,59513,470,469,7284,6171
2289,2867,3910,3358,5298,6643
2290,35808,2015,2830,9135,9588
2291,42016,971,3663,8422,3079
2292,48554,2880,580,7607,3684
2293,12075,3220,3776,9212,7119
2294,48724,2723,2467,9143,9651
2295,68867,2937,752,12357,9213
2296,71335,604,143,4820,3459
2297,28186,1049,2566,10882,2321
2298,21008,2183,441,12543,8852
2299,38920,3092,2949,8759,9973
2300,43995,1564,4164,11917,6579
2301,53790,2826,3734,8837,2369
2302,70982,3893,2725,5232,9932
2303,63531,4123,651,1747,5179
2304,59642,4822,2753,9573,5428
2305,57929,2436,4457,7809,4565
2306,4252,3115,2265,7686,3209
2307,41023,2058,1601,2586,3272
2308,73256,139,2657,2896,4048
2309,38216,2203,4278,4509,6232
2310,64217,4039,4029,12607,9285
2311,5517,137,1251,2124,8526
2312,10667,1145,4210,7952,9254
2313,65942,1958,3152,12636,2362
2314,28810,4229,2330,7846,5208
2315,35402,79,4276,9911,8648
2316,16588,824,665,1056,9232
2317,70866,4490,4664,10897,3910
2318,68606,4963,4351,3440,2346
2319,68979,2926,1864,8364,4197
2320,29705,1820,4205,6610,9726
2321,36488,1727,4960,9484,6845
2322,69758,2169,2487,7554,5921
2323,8126,3810,2955,5431,6424
2324,44505,2078,1740,1181,4517
2325,2007,611,3811,11511,2545
2326,16304,1843,3021,229,8533
2327,70599,3932,3962,12625,6320
2328,43347,2300,3309,11317,2958
2329,49477,1140,3029,3227,7620
2330,62858,2279,3687,5963,4529
2331,19086,1909,4797,11990,3555
2332,44909,4997,2028,5590,2911
2333,15186,2630,381,1301,4754
2334,58148,4093,1255,10848,8841
2335,47022,4023,4308,11331,9466
2336,39798,4398,4906,4315,9038
2337,1604,1870,3736,5329,3988
2338,37634,2153,1734,5774,9050
2339,17063,967,906,1765,6863
2340,58698,1263,4061,53,6056
2341,11833,2972,17,4715,5009
2342,32664,2727,2561,11376,7180
2343,44956,3643,534,12525,2803
2344,60115,1948,921,12111,2346
2345,59771,484,3137,6801,2543
2346,34783,2214,3992,6580,6820
2347,10151,3869,3440,11821,5954
2348,65055,4903,2396,9118,6827
2349,21671,159,674,891,5372
2350,5040,4124,3561,2996,6415
2351,35119,1244,3657,4161,9565
2352,39692,4271,4992,302,3771
2353,48436,240,726,12640,3623
2354,70730,3302,3201,3295,8669
2355,10504,3155,946,11523,4283
2356,37091,1290,4780,9589,8380
2357,43998,3550,1619,6853,9519
2358,10483,4136,4200,9882,4988
2359,67760,2189,4192,5075,5922
2360,15224,1492,281,7744,5323
2361,40672,4494,3310,5396,7891
2362,24592,1566,4633,4390,8566
2363,55164,3933,4393,1583,5166
2364,69175,1164,1975,11620,4509
2365,17801,1959,2324,10312,6975
2366,39773,1983,2193,11047,5030
2367,49548,882,664,1799,2481
2368,3567,3071,760,10555,2436
2369,55435,2051,1818,11886,4085
2370,32889,3192,3363,7154,9053
2371,70108,1689,1398,11196,5233
2372,53476,2253,995,11975,3773
2373,28701,3131,4285,10254,4881
2374,63395,785,2382,12772,5647
2375,48356,1243,3280,8873,3393
2376,46970,3051,2113,7195,4159
2377,9639,4283,1302,12122,3724
2378,61868,2891,1264,11206,6398
2379,669,2647,4676,3051,8518
2380,15421,4438,3492,5358,5380
2381,74143,3007,2182,11253,4335
2382,60554,3159,3531,6096,4406
2383,26595,3787,129,9821,2443
2384,18973,3679,4206,11027,8542
2385,10581,2893,4462,1861,6227
2386,66866,2817,3636,1469,8597
2387,50089,4339,3429,298,4560
2388,56552,3813,4406,6458,9293
2389,56293,228,1504,2695,9779
2390,61354,3597,988,1545,8210
2391,73181,3015,2407,772,9625
2392,24568,1964,564,9801,9001
2393,41961,1753,718,8903,7324
2394,2381,2579,3641,3359,9622
2395,36593,4608,75,9079,9427
2396,25232,4583,2369,5401,2758
2397,44081,34,4741,8053,3433
2398,5737,2370,1995,6267,5160
2399,33485,2392,2296,47,3601
2400,3225,4254,4199,1775,7876
2401,40120,1072,3530,2916,5155
2402,5043,4522,2568,4389,8853
2403,40925,1827,835,5118,3569
2404,1071,2063,2996,3563,9238
2405,11310,1673,2984,5323,4603
2406,52528,4042,3790,4718,6618
2407,31754,1529,649,3849,7101
2408,11595,92,4225,8171,7062
2409,70682,245,2189,12291,6881
2410,28922,78,1045,666,7177
2411,4001,3221,537,10282,8617
2412,24689,1123,4881,4339,2778
2413,36181,2056,4020,12373,8263
2414,16564,1749,831,5745,7284
2415,62693,4412,4555,5720,5633
2416,33105,2079,4160,3824,6825
2417,20684,318,3271,7476,9012
2418,52604,1680,2445,3233,4135
2419,20039,3561,2602,3394,5840
2420,51158,4021,2736,10608,7430
2421,33898,333,3236,2221,6682
2422,69959,1856,3550,8233,7644
2423,8091,1,4616,8025,6111
2424,30676,4669,2501,7302,5387
2425,27396,3212,3378,4696,6122
2426,39680,1931,4450,9600,4630
2427,72700,4641,2392,4296,3199
2428,54295,4776,1482,6975,6533
2429,36650,1383,1973,8011,8102
2430,36819,2040,3396,3645,7888
2431,16378,3104,1903,4453,3605
2432,67255,3257,4865,1060,5430
2433,54940,585,81,12660,6944
2434,74129,3809,3178,1078,8271
2435,38499,1982,3277,2973,3183
2436,19534,716,2471,5710,7044
2437,56632,3301,3949,3827,8861
2438,6439,345,2377,2661,7951
2439,27771,4869,3733,12237,4525
2440,44816,4302,1673,8918,7157
2441,50158,4792,1535,6340,3515
2442,51133,2646,268,4817,9827
2443,8229,1247,4339,7404,2842
2444,72935,4909,4352,3400,2568
2445,13143,107,4290,10324,9423
2446,35918,1100,2782,7503,6369
2447,72953,2454,3629,3762,9270
2448,53935,1597,4678,10660,9317
2449,55545,2430,4946,9083,9544
