MusicID,Track Name,Artist,Genres
43314,Everyday We Lit (feat. PnB Rock),YFN Lucci,Country
43315,Why,Sabrina Carpenter,Classical
43316,Money Longer,Lil Uzi Vert,Classical
43317,PRBLMS,6LACK,Blues
43318,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,Rock
43319,OMG,Camila Cabello,Blues
43320,X (feat. Future),21 Savage,Pop
43321,No Role Modelz,J. Cole,Rock
43322,One Dance,Drake,Pop
43323,Two High,Moon Taxi,Rock
43324,Unforgettable,Thomas Rhett,Rock
43325,Super Far,LANY,Hip hop
43326,Gyalchester,Drake,Classical
43327,Candy Paint,Post Malone,Reggae
43328,Get Low (with Liam Payne),Zedd,Classical
43329,What They Want,Russ,Country
43330,Escápate Conmigo,Wisin,Country
43331,RAF,A$AP Mob,Pop
43332,Neighbors,J. Cole,Reggae
43333,Heartache On The Dance Floor,Jon Pardi,Reggae
43334,Audi.,Smokepurpp,Hip hop
43335,In Case You Didn't Know,Brett Young,Classical
43336,Saved,Khalid,Classical
43337,Myself,NAV,Blues
43338,Castle on the Hill,Ed Sheeran,Classical
43339,Marmalade (feat. Lil Yachty),Macklemore,Hip hop
43340,See You Again,"Tyler, The Creator",Classical
43341,You Was Right,Lil Uzi Vert,Country
43342,Havana,Camila Cabello,Classical
43343,I Feel It Coming,The Weeknd,EDM
43344,Starving,Hailee Steinfeld,Pop
43345,Paris,The Chainsmokers,Pop
43346,Reminder,The Weeknd,Rock
43347,911 / Mr. Lonely,"Tyler, The Creator",Country
43348,8TEEN,Khalid,Hip hop
43349,Low Life,Future,Country
43350,24K Magic,Bruno Mars,Pop
43351,Don't Let Me Down,The Chainsmokers,Rock
43352,The Night We Met,Lord Huron,Rock
43353,Black Beatles,Rae Sremmurd,Country
43354,Sign of the Times,Harry Styles,EDM
43355,Dance With The Devil,Gucci Mane,Hip hop
43356,Symphony (feat. Zara Larsson),Clean Bandit,Rock
43357,"Horses (with PnB Rock, Kodak Black & A Boogie Wit da Hoodie)",PnB Rock,Country
43358,Exchange,Bryson Tiller,Hip hop
43359,'Till I Collapse,Eminem,Rock
43360,Don't,Bryson Tiller,Country
43361,Do I Make You Wanna,Billy Currington,Reggae
43362,No Such Thing as a Broken Heart,Old Dominion,Classical
43363,Some Way,NAV,Hip hop
43364,From The D To The A (feat. Lil Yachty),Tee Grizzley,Blues
43365,Run Me Dry,Bryson Tiller,Blues
43366,No Heart,21 Savage,Rock
43367,Crew,GoldLink,Reggae
43368,A$AP Ferg,NAV,EDM
43369,Moves,Big Sean,Classical
43370,Everybody,Logic,EDM
43371,Sway (feat. Quavo & Lil Yachty),NexXthursday,Country
43372,Weak,AJR,Hip hop
43373,Selfish,PnB Rock,Blues
43374,Up,NAV,Blues
43375,Love On The Brain,Rihanna,Reggae
43376,Lose Yourself - Soundtrack Version,Eminem,Rock
43377,Heavy (feat. Kiiara),Linkin Park,Blues
43378,Gassed Up,Nebu Kiniza,Rock
43379,Me Rehúso,Danny Ocean,Blues
43380,No Flockin,Kodak Black,Reggae
43381,Nobody Else But You,Trey Songz,Country
43382,H.O.L.Y.,Florida Georgia Line,Rock
43383,Hymn,Kesha,Reggae
43384,"How Far I'll Go - From ""Moana""",Alessia Cara,Reggae
43385,Hometown Girl,Josh Turner,Classical
43386,Chill Bill,Rob $tone,Country
43387,Whatever You Need (feat. Chris Brown & Ty Dolla $ign),Meek Mill,EDM
43388,Immortal,J. Cole,Rock
43389,Somethin' I'm Good At,Brett Eldredge,EDM
43390,Skateboard P (feat. Big Sean),MadeinTYO,EDM
43391,Perfect,Ed Sheeran,Hip hop
43392,Get Right Witcha,Migos,Pop
43393,Patty Cake,Kodak Black,Reggae
43394,Galway Girl,Ed Sheeran,Hip hop
43395,In The End,Linkin Park,Rock
43396,Flatliner (feat. Dierks Bentley),Cole Swindell,Pop
43397,Ride,Twenty One Pilots,Hip hop
43398,Heathens,Twenty One Pilots,Reggae
43399,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,Hip hop
43400,Me You,Russ,EDM
43401,Bank Account,21 Savage,Rock
43402,XO TOUR Llif3,Lil Uzi Vert,Reggae
43403,Unforgettable,French Montana,Rock
43404,Wild Thoughts,DJ Khaled,Rock
43405,Despacito - Remix,Luis Fonsi,Blues
43406,HUMBLE.,Kendrick Lamar,Pop
43407,I'm the One,DJ Khaled,Blues
43408,Mi Gente,J Balvin,Classical
43409,Butterfly Effect,Travis Scott,EDM
43410,Congratulations,Post Malone,Hip hop
43411,Sorry Not Sorry,Demi Lovato,Classical
43412,Strip That Down,Liam Payne,Pop
43413,Feels,Calvin Harris,Country
43414,Location,Khalid,Pop
43415,Redbone,Childish Gambino,Hip hop
43416,Young Dumb & Broke,Khalid,Country
43417,Attention,Charlie Puth,Country
43418,Believer,Imagine Dragons,Hip hop
43419,Bodak Yellow,Cardi B,Pop
43420,Body Like A Back Road,Sam Hunt,Reggae
43421,Slippery (feat. Gucci Mane),Migos,Classical
43422,Magnolia,Playboi Carti,Pop
43423,1-800-273-8255,Logic,Blues
43424,DNA.,Kendrick Lamar,Reggae
43425,Love Galore,SZA,EDM
43426,goosebumps,Travis Scott,EDM
43427,2U (feat. Justin Bieber),David Guetta,Hip hop
43428,Feel It Still,Portugal. The Man,Blues
43429,Glorious (feat. Skylar Grey),Macklemore,EDM
43430,Fetish (feat. Gucci Mane),Selena Gomez,EDM
43431,Thunder,Imagine Dragons,Classical
43432,Slow Hands,Niall Horan,Country
43433,Back to You (feat. Bebe Rexha & Digital Farm Animals),Louis Tomlinson,Classical
43434,New Rules,Dua Lipa,Country
43435,Praying,Kesha,Pop
43436,Mask Off,Future,Country
43437,Slide,Calvin Harris,Pop
43438,Perplexing Pegasus,Rae Sremmurd,Blues
43439,There's Nothing Holdin' Me Back,Shawn Mendes,Blues
43440,That's What I Like,Bruno Mars,Hip hop
43441,I Like Me Better,Lauv,Rock
43442,Signs,Drake,Classical
43443,LOYALTY. FEAT. RIHANNA.,Kendrick Lamar,Classical
43444,LOVE. FEAT. ZACARI.,Kendrick Lamar,Blues
43445,It's A Vibe,2 Chainz,Classical
43446,Shape of You,Ed Sheeran,Hip hop
43447,Drowning (feat. Kodak Black),A Boogie Wit da Hoodie,Country
43448,Now Or Never,Halsey,Pop
43449,Bad Liar,Selena Gomez,Reggae
43450,Rollin,Calvin Harris,Reggae
43451,4:00 AM,2 Chainz,Blues
43452,Rake It Up,Yo Gotti,Reggae
43453,Stay (with Alessia Cara),Zedd,Pop
43454,Passionfruit,Drake,Blues
43455,iSpy (feat. Lil Yachty),KYLE,Classical
43456,No Complaints,Metro Boomin,Rock
43457,Most Girls,Hailee Steinfeld,Pop
43458,Ex Calling,6LACK,Classical
43459,More Than You Know,Axwell /\ Ingrosso,Classical
43460,Rich Love (with Seeb),OneRepublic,EDM
43461,Would You Ever,Skrillex,Pop
43462,Something Just Like This,The Chainsmokers,Hip hop
43463,Bounce Back,Big Sean,Reggae
43464,"Know No Better (feat. Travis Scott, Camila Cabello & Quavo)",Major Lazer,Rock
43465,There for You,Martin Garrix,Rock
43466,Bad and Boujee (feat. Lil Uzi Vert),Migos,Country
43467,Say You Won't Let Go,James Arthur,Pop
43468,Tunnel Vision,Kodak Black,Classical
43469,Closer,The Chainsmokers,Country
43470,do re mi,blackbear,Country
43471,Issues,Julia Michaels,Classical
43472,Reminder - Remix,The Weeknd,Classical
43473,Mama,Jonas Blue,Hip hop
43474,Numb,21 Savage,Classical
43475,Despacito (Featuring Daddy Yankee),Luis Fonsi,Rock
43476,Portland,Drake,Blues
43477,wokeuplikethis*,Playboi Carti,Country
43478,Swang,Rae Sremmurd,EDM
43479,Crying in the Club,Camila Cabello,Reggae
43480,Down,Fifth Harmony,Blues
43481,No Promises (feat. Demi Lovato),Cheat Codes,Hip hop
43482,It Ain't Me (with Selena Gomez),Kygo,Country
43483,T-Shirt,Migos,EDM
43484,Your Song,Rita Ora,Classical
43485,Caroline,Aminé,Rock
43486,Broccoli (feat. Lil Yachty),DRAM,Reggae
43487,ELEMENT.,Kendrick Lamar,Classical
43488,What Ifs,Kane Brown,Rock
43489,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,Country
43490,Fake Love,Drake,Reggae
43491,do re mi (feat. Gucci Mane),blackbear,Rock
43492,Starboy,The Weeknd,Rock
43493,pick up the phone,Young Thug,Pop
43494,Met Gala (feat. Offset),Gucci Mane,Rock
43495,First Day Out,Tee Grizzley,Classical
43496,Pretty Girl - Cheat Codes X CADE Remix,Maggie Lindemann,Rock
43497,Craving You,Thomas Rhett,Classical
43498,Look At Me!,XXXTENTACION,EDM
43499,Small Town Boy,Dustin Lynch,Hip hop
43500,Relationship (feat. Future),Young Thug,Reggae
43501,Felices los 4,Maluma,Country
43502,Hurricane,Luke Combs,Country
43503,All My Love (feat. Conor Maynard),Cash Cash,Country
43504,beibs in the trap,Travis Scott,Country
43505,White Iverson,Post Malone,Country
43506,Go Flex,Post Malone,Pop
43507,OMG,Camila Cabello,Rock
43508,No Problem (feat. Lil Wayne & 2 Chainz),Chance The Rapper,Blues
43509,Losin Control,Russ,Country
43510,Who Dat Boy,"Tyler, The Creator",Hip hop
43511,The Weekend,SZA,Country
43512,Malibu,Miley Cyrus,Country
43513,Unforgettable,Thomas Rhett,Pop
43514,Havana,Camila Cabello,Hip hop
43515,Everyday We Lit (feat. PnB Rock),YFN Lucci,Blues
43516,Money Longer,Lil Uzi Vert,Blues
43517,Rolex,Ayo & Teo,Country
43518,PRBLMS,6LACK,Country
43519,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,Rock
43520,No Role Modelz,J. Cole,Rock
43521,X (feat. Future),21 Savage,Hip hop
43522,One Dance,Drake,Classical
43523,Tone it Down (feat. Chris Brown),Gucci Mane,Reggae
43524,Why,Sabrina Carpenter,Country
43525,Gyalchester,Drake,Country
43526,Escápate Conmigo,Wisin,Rock
43527,Candy Paint,Post Malone,Reggae
43528,Audi.,Smokepurpp,Country
43529,Get Low (with Liam Payne),Zedd,Hip hop
43530,What They Want,Russ,EDM
43531,Neighbors,J. Cole,EDM
43532,RAF,A$AP Mob,Reggae
43533,Heartache On The Dance Floor,Jon Pardi,Country
43534,Super Far,LANY,Blues
43535,In Case You Didn't Know,Brett Young,Blues
43536,Myself,NAV,Rock
43537,Marmalade (feat. Lil Yachty),Macklemore,Country
43538,You Was Right,Lil Uzi Vert,Pop
43539,I Feel It Coming,The Weeknd,Country
43540,Saved,Khalid,Country
43541,Starving,Hailee Steinfeld,Classical
43542,See You Again,"Tyler, The Creator",Country
43543,Castle on the Hill,Ed Sheeran,Country
43544,Two High,Moon Taxi,Hip hop
43545,Reminder,The Weeknd,EDM
43546,Low Life,Future,Classical
43547,The Night We Met,Lord Huron,Classical
43548,Black Beatles,Rae Sremmurd,Country
43549,24K Magic,Bruno Mars,Blues
43550,8TEEN,Khalid,Classical
43551,Paris,The Chainsmokers,Rock
43552,"Horses (with PnB Rock, Kodak Black & A Boogie Wit da Hoodie)",PnB Rock,Pop
43553,911 / Mr. Lonely,"Tyler, The Creator",Reggae
43554,Exchange,Bryson Tiller,EDM
43555,'Till I Collapse,Eminem,Pop
43556,Sign of the Times,Harry Styles,Classical
43557,No Such Thing as a Broken Heart,Old Dominion,Classical
43558,Don't,Bryson Tiller,Rock
43559,Don't Let Me Down,The Chainsmokers,Rock
43560,Symphony (feat. Zara Larsson),Clean Bandit,Blues
43561,From The D To The A (feat. Lil Yachty),Tee Grizzley,Hip hop
43562,Run Me Dry,Bryson Tiller,Rock
43563,Do I Make You Wanna,Billy Currington,Blues
43564,Some Way,NAV,Rock
43565,No Heart,21 Savage,Blues
43566,Crew,GoldLink,EDM
43567,A$AP Ferg,NAV,Rock
43568,Immortal,J. Cole,Classical
43569,Moves,Big Sean,Blues
43570,Everybody,Logic,Country
43571,Dance With The Devil,Gucci Mane,Blues
43572,Somethin' I'm Good At,Brett Eldredge,Pop
43573,Up,NAV,Hip hop
43574,Chill Bill,Rob $tone,Classical
43575,Sway (feat. Quavo & Lil Yachty),NexXthursday,Rock
43576,Selfish,PnB Rock,Hip hop
43577,Lose Yourself - Soundtrack Version,Eminem,Blues
43578,Love On The Brain,Rihanna,EDM
43579,No Flockin,Kodak Black,Blues
43580,Gassed Up,Nebu Kiniza,EDM
43581,Flatliner (feat. Dierks Bentley),Cole Swindell,Pop
43582,Stop Smoking Black & Milds,Ugly God,Reggae
43583,"How Far I'll Go - From ""Moana""",Alessia Cara,EDM
43584,Weak,AJR,Rock
43585,Me Rehúso,Danny Ocean,Rock
43586,Hometown Girl,Josh Turner,Pop
43587,Nobody Else But You,Trey Songz,Blues
43588,Patty Cake,Kodak Black,Hip hop
43589,H.O.L.Y.,Florida Georgia Line,Classical
43590,Skateboard P (feat. Big Sean),MadeinTYO,Reggae
43591,Get Right Witcha,Migos,Reggae
43592,Galway Girl,Ed Sheeran,Reggae
43593,Perfect,Ed Sheeran,Rock
43594,Heavy (feat. Kiiara),Linkin Park,Country
43595,Heathens,Twenty One Pilots,Reggae
43596,Whatever You Need (feat. Chris Brown & Ty Dolla $ign),Meek Mill,Rock
43597,V. 3005,Childish Gambino,Hip hop
43598,Me You,Russ,Rock
43599,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,Country
43600,Panda,Desiigner,Hip hop
43601,Bank Account,21 Savage,Country
43602,Unforgettable,French Montana,Rock
43603,XO TOUR Llif3,Lil Uzi Vert,Country
43604,Wild Thoughts,DJ Khaled,Classical
43605,Despacito - Remix,Luis Fonsi,Pop
43606,HUMBLE.,Kendrick Lamar,Blues
43607,I'm the One,DJ Khaled,Country
43608,Mi Gente,J Balvin,EDM
43609,Butterfly Effect,Travis Scott,Hip hop
43610,Congratulations,Post Malone,Pop
43611,Feels,Calvin Harris,Rock
43612,Sorry Not Sorry,Demi Lovato,Hip hop
43613,Strip That Down,Liam Payne,Pop
43614,Location,Khalid,Country
43615,Redbone,Childish Gambino,Rock
43616,Young Dumb & Broke,Khalid,EDM
43617,Attention,Charlie Puth,Reggae
43618,Bodak Yellow,Cardi B,Hip hop
43619,Believer,Imagine Dragons,Blues
43620,Magnolia,Playboi Carti,Classical
43621,1-800-273-8255,Logic,Classical
43622,goosebumps,Travis Scott,Hip hop
43623,DNA.,Kendrick Lamar,Pop
43624,Love Galore,SZA,Hip hop
43625,Slippery (feat. Gucci Mane),Migos,Blues
43626,Body Like A Back Road,Sam Hunt,Rock
43627,Feel It Still,Portugal. The Man,Rock
43628,2U (feat. Justin Bieber),David Guetta,Pop
43629,Fetish (feat. Gucci Mane),Selena Gomez,Rock
43630,Glorious (feat. Skylar Grey),Macklemore,EDM
43631,Slow Hands,Niall Horan,EDM
43632,Praying,Kesha,EDM
43633,Back to You (feat. Bebe Rexha & Digital Farm Animals),Louis Tomlinson,Hip hop
43634,Thunder,Imagine Dragons,Hip hop
43635,New Rules,Dua Lipa,Classical
43636,Mask Off,Future,Classical
43637,Slide,Calvin Harris,EDM
43638,There's Nothing Holdin' Me Back,Shawn Mendes,Hip hop
43639,I Like Me Better,Lauv,Blues
43640,That's What I Like,Bruno Mars,Blues
43641,Perplexing Pegasus,Rae Sremmurd,Classical
43642,LOYALTY. FEAT. RIHANNA.,Kendrick Lamar,EDM
43643,Shape of You,Ed Sheeran,Hip hop
43644,LOVE. FEAT. ZACARI.,Kendrick Lamar,EDM
43645,It's A Vibe,2 Chainz,Country
43646,Signs,Drake,Rock
43647,Drowning (feat. Kodak Black),A Boogie Wit da Hoodie,EDM
43648,Now Or Never,Halsey,Pop
43649,Bad Liar,Selena Gomez,Reggae
43650,Rollin,Calvin Harris,Pop
43651,Rake It Up,Yo Gotti,EDM
43652,4:00 AM,2 Chainz,Blues
43653,Stay (with Alessia Cara),Zedd,Rock
43654,Passionfruit,Drake,Hip hop
43655,iSpy (feat. Lil Yachty),KYLE,Hip hop
43656,No Complaints,Metro Boomin,Pop
43657,Most Girls,Hailee Steinfeld,Classical
43658,Something Just Like This,The Chainsmokers,Hip hop
43659,Rich Love (with Seeb),OneRepublic,Classical
43660,More Than You Know,Axwell /\ Ingrosso,EDM
43661,Would You Ever,Skrillex,Rock
43662,Bounce Back,Big Sean,Pop
43663,There for You,Martin Garrix,Reggae
43664,Say You Won't Let Go,James Arthur,Country
43665,Ex Calling,6LACK,Rock
43666,Bad and Boujee (feat. Lil Uzi Vert),Migos,Rock
43667,Closer,The Chainsmokers,Country
43668,Issues,Julia Michaels,Reggae
43669,Down,Fifth Harmony,Reggae
43670,Tunnel Vision,Kodak Black,Rock
43671,do re mi,blackbear,Pop
43672,Mama,Jonas Blue,Classical
43673,Havana,Camila Cabello,Rock
43674,Portland,Drake,Reggae
43675,Despacito (Featuring Daddy Yankee),Luis Fonsi,Blues
43676,wokeuplikethis*,Playboi Carti,EDM
43677,OMG,Camila Cabello,EDM
43678,Swang,Rae Sremmurd,Reggae
43679,Numb,21 Savage,Rock
43680,Reminder - Remix,The Weeknd,EDM
43681,No Promises (feat. Demi Lovato),Cheat Codes,Blues
43682,Your Song,Rita Ora,Hip hop
43683,T-Shirt,Migos,Hip hop
43684,It Ain't Me (with Selena Gomez),Kygo,Reggae
43685,Broccoli (feat. Lil Yachty),DRAM,EDM
43686,Unforgettable,Thomas Rhett,EDM
43687,Caroline,Aminé,Reggae
43688,ELEMENT.,Kendrick Lamar,Rock
43689,"Know No Better (feat. Travis Scott, Camila Cabello & Quavo)",Major Lazer,Pop
43690,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,Hip hop
43691,What Ifs,Kane Brown,Rock
43692,Fake Love,Drake,Blues
43693,Look At Me!,XXXTENTACION,Blues
43694,do re mi (feat. Gucci Mane),blackbear,Blues
43695,pick up the phone,Young Thug,Blues
43696,Starboy,The Weeknd,Reggae
43697,Malibu,Miley Cyrus,EDM
43698,Marmalade (feat. Lil Yachty),Macklemore,Classical
43699,First Day Out,Tee Grizzley,Classical
43700,Met Gala (feat. Offset),Gucci Mane,Hip hop
43701,Relationship (feat. Future),Young Thug,Blues
43702,Felices los 4,Maluma,Country
43703,White Iverson,Post Malone,EDM
43704,beibs in the trap,Travis Scott,Rock
43705,Small Town Boy,Dustin Lynch,Reggae
43706,Go Flex,Post Malone,Hip hop
43707,Everyday We Lit (feat. PnB Rock),YFN Lucci,Country
43708,Craving You,Thomas Rhett,Hip hop
43709,Hurricane,Luke Combs,Hip hop
43710,No Problem (feat. Lil Wayne & 2 Chainz),Chance The Rapper,Reggae
43711,Losin Control,Russ,Classical
43712,All My Love (feat. Conor Maynard),Cash Cash,Blues
43713,Stop Smoking Black & Milds,Ugly God,Rock
43714,Rolex,Ayo & Teo,Hip hop
43715,Money Longer,Lil Uzi Vert,Rock
43716,The Weekend,SZA,Classical
43717,PRBLMS,6LACK,Rock
43718,Who Dat Boy,"Tyler, The Creator",Reggae
43719,Crying in the Club,Camila Cabello,Hip hop
43720,No Role Modelz,J. Cole,Reggae
43721,One Dance,Drake,Pop
43722,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,Country
43723,X (feat. Future),21 Savage,Reggae
43724,Why,Sabrina Carpenter,Blues
43725,Candy Paint,Post Malone,EDM
43726,Gyalchester,Drake,Classical
43727,Escápate Conmigo,Wisin,Hip hop
43728,Super Far,LANY,Country
43729,Get Low (with Liam Payne),Zedd,Rock
43730,What They Want,Russ,Pop
43731,Neighbors,J. Cole,Pop
43732,RAF,A$AP Mob,Reggae
43733,Heartache On The Dance Floor,Jon Pardi,EDM
43734,Myself,NAV,Pop
43735,Audi.,Smokepurpp,Country
43736,Paris,The Chainsmokers,Hip hop
43737,Pretty Girl - Cheat Codes X CADE Remix,Maggie Lindemann,Rock
43738,In Case You Didn't Know,Brett Young,Hip hop
43739,You Was Right,Lil Uzi Vert,Pop
43740,Tone it Down (feat. Chris Brown),Gucci Mane,Country
43741,Two High,Moon Taxi,Blues
43742,Saved,Khalid,Pop
43743,I Feel It Coming,The Weeknd,Classical
43744,Starving,Hailee Steinfeld,Rock
43745,24K Magic,Bruno Mars,Rock
43746,Castle on the Hill,Ed Sheeran,Classical
43747,Black Beatles,Rae Sremmurd,Classical
43748,Low Life,Future,Rock
43749,See You Again,"Tyler, The Creator",Reggae
43750,Reminder,The Weeknd,Classical
43751,"Horses (with PnB Rock, Kodak Black & A Boogie Wit da Hoodie)",PnB Rock,Pop
43752,8TEEN,Khalid,Pop
43753,'Till I Collapse,Eminem,Blues
43754,The Night We Met,Lord Huron,Rock
43755,Exchange,Bryson Tiller,Reggae
43756,No Such Thing as a Broken Heart,Old Dominion,Blues
43757,Sign of the Times,Harry Styles,Blues
43758,Symphony (feat. Zara Larsson),Clean Bandit,Country
43759,911 / Mr. Lonely,"Tyler, The Creator",Hip hop
43760,Don't,Bryson Tiller,Hip hop
43761,Don't Let Me Down,The Chainsmokers,Hip hop
43762,From The D To The A (feat. Lil Yachty),Tee Grizzley,EDM
43763,Some Way,NAV,Pop
43764,Crew,GoldLink,Rock
43765,Do I Make You Wanna,Billy Currington,Rock
43766,No Heart,21 Savage,Reggae
43767,Immortal,J. Cole,EDM
43768,Run Me Dry,Bryson Tiller,Hip hop
43769,Everybody,Logic,EDM
43770,Moves,Big Sean,EDM
43771,Chill Bill,Rob $tone,Classical
43772,No Flockin,Kodak Black,Hip hop
43773,Love On The Brain,Rihanna,Pop
43774,Gassed Up,Nebu Kiniza,Hip hop
43775,Patty Cake,Kodak Black,Pop
43776,Selfish,PnB Rock,Blues
43777,Up,NAV,Reggae
43778,Lose Yourself - Soundtrack Version,Eminem,Classical
43779,A$AP Ferg,NAV,Country
43780,Weak,AJR,EDM
43781,"How Far I'll Go - From ""Moana""",Alessia Cara,Pop
43782,H.O.L.Y.,Florida Georgia Line,Hip hop
43783,Me Rehúso,Danny Ocean,Classical
43784,Skateboard P (feat. Big Sean),MadeinTYO,Country
43785,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,EDM
43786,Nobody Else But You,Trey Songz,Pop
43787,Selfish,Future,EDM
43788,Galway Girl,Ed Sheeran,Country
43789,Get Right Witcha,Migos,Country
43790,Hometown Girl,Josh Turner,Reggae
43791,Perfect,Ed Sheeran,Pop
43792,Sway (feat. Quavo & Lil Yachty),NexXthursday,Reggae
43793,Flatliner (feat. Dierks Bentley),Cole Swindell,Pop
43794,Heathens,Twenty One Pilots,Pop
43795,Panda,Desiigner,EDM
43796,Heavy (feat. Kiiara),Linkin Park,Blues
43797,V. 3005,Childish Gambino,Country
43798,Whatever You Need (feat. Chris Brown & Ty Dolla $ign),Meek Mill,Hip hop
43799,Rap God,Eminem,Country
43800,My Shit,A Boogie Wit da Hoodie,Blues
43801,Bank Account,21 Savage,Hip hop
43802,Unforgettable,French Montana,Reggae
43803,XO TOUR Llif3,Lil Uzi Vert,Reggae
43804,Wild Thoughts,DJ Khaled,Rock
43805,Despacito - Remix,Luis Fonsi,Classical
43806,HUMBLE.,Kendrick Lamar,Country
43807,I'm the One,DJ Khaled,EDM
43808,Mi Gente,J Balvin,Classical
43809,Congratulations,Post Malone,Classical
43810,Sorry Not Sorry,Demi Lovato,Reggae
43811,Feels,Calvin Harris,Reggae
43812,Butterfly Effect,Travis Scott,Reggae
43813,Strip That Down,Liam Payne,EDM
43814,Location,Khalid,EDM
43815,Praying,Kesha,Reggae
43816,Redbone,Childish Gambino,Pop
43817,Young Dumb & Broke,Khalid,Rock
43818,Bodak Yellow,Cardi B,Blues
43819,Attention,Charlie Puth,EDM
43820,Believer,Imagine Dragons,Blues
43821,Silence,Marshmello,Hip hop
43822,Magnolia,Playboi Carti,Pop
43823,1-800-273-8255,Logic,Country
43824,goosebumps,Travis Scott,EDM
43825,DNA.,Kendrick Lamar,EDM
43826,Love Galore,SZA,Hip hop
43827,Slippery (feat. Gucci Mane),Migos,Country
43828,Body Like A Back Road,Sam Hunt,Country
43829,2U (feat. Justin Bieber),David Guetta,EDM
43830,Feel It Still,Portugal. The Man,Country
43831,Glorious (feat. Skylar Grey),Macklemore,Hip hop
43832,Fetish (feat. Gucci Mane),Selena Gomez,Pop
43833,Slow Hands,Niall Horan,EDM
43834,Back to You (feat. Bebe Rexha & Digital Farm Animals),Louis Tomlinson,EDM
43835,Thunder,Imagine Dragons,Classical
43836,Slide,Calvin Harris,Blues
43837,Mask Off,Future,Blues
43838,New Rules,Dua Lipa,Rock
43839,That's What I Like,Bruno Mars,Classical
43840,There's Nothing Holdin' Me Back,Shawn Mendes,Pop
43841,Perplexing Pegasus,Rae Sremmurd,Blues
43842,I Like Me Better,Lauv,Blues
43843,LOYALTY. FEAT. RIHANNA.,Kendrick Lamar,Hip hop
43844,It's A Vibe,2 Chainz,Country
43845,LOVE. FEAT. ZACARI.,Kendrick Lamar,EDM
43846,Shape of You,Ed Sheeran,Hip hop
43847,Drowning (feat. Kodak Black),A Boogie Wit da Hoodie,EDM
43848,Signs,Drake,Hip hop
43849,Now Or Never,Halsey,Classical
43850,Rake It Up,Yo Gotti,Classical
43851,Bad Liar,Selena Gomez,Reggae
43852,Rollin,Calvin Harris,Pop
43853,Lonely Together (feat. Rita Ora),Avicii,Pop
43854,4:00 AM,2 Chainz,Blues
43855,Stay (with Alessia Cara),Zedd,Classical
43856,iSpy (feat. Lil Yachty),KYLE,Reggae
43857,Passionfruit,Drake,Blues
43858,No Complaints,Metro Boomin,Reggae
43859,Let 'Em Talk,Kesha,EDM
43860,Most Girls,Hailee Steinfeld,Country
43861,Without You (feat. Sandro Cavazza),Avicii,Classical
43862,What About Us,P!nk,Classical
43863,Something Just Like This,The Chainsmokers,Pop
43864,More Than You Know,Axwell /\ Ingrosso,Reggae
43865,Would You Ever,Skrillex,Blues
43866,Havana,Camila Cabello,Reggae
43867,Bounce Back,Big Sean,Reggae
43868,Bad and Boujee (feat. Lil Uzi Vert),Migos,Classical
43869,Rich Love (with Seeb),OneRepublic,Hip hop
43870,Closer,The Chainsmokers,Reggae
43871,Say You Won't Let Go,James Arthur,Country
43872,Ex Calling,6LACK,Rock
43873,Tunnel Vision,Kodak Black,Country
43874,Hymn,Kesha,Rock
43875,Mama,Jonas Blue,EDM
43876,Issues,Julia Michaels,Country
43877,Despacito (Featuring Daddy Yankee),Luis Fonsi,Hip hop
43878,Learn To Let Go,Kesha,Country
43879,do re mi,blackbear,EDM
43880,Unforgettable,Thomas Rhett,EDM
43881,Angel,Fifth Harmony,EDM
43882,wokeuplikethis*,Playboi Carti,Country
43883,There for You,Martin Garrix,Country
43884,Woman,Kesha,Reggae
43885,Portland,Drake,Hip hop
43886,Swang,Rae Sremmurd,Country
43887,OMG,Camila Cabello,Rock
43888,Numb,21 Savage,Classical
43889,Broccoli (feat. Lil Yachty),DRAM,Reggae
43890,T-Shirt,Migos,Pop
43891,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,Rock
43892,Reminder - Remix,The Weeknd,EDM
43893,do re mi (feat. Gucci Mane),blackbear,Hip hop
43894,It Ain't Me (with Selena Gomez),Kygo,Hip hop
43895,Caroline,Aminé,EDM
43896,Little Of Your Love - BloodPop® Remix,HAIM,Blues
43897,Down,Fifth Harmony,Hip hop
43898,No Promises (feat. Demi Lovato),Cheat Codes,Pop
43899,ELEMENT.,Kendrick Lamar,Blues
43900,Starboy,The Weeknd,EDM
43901,What Ifs,Kane Brown,Reggae
